GeoAssetID,OwnerCompanyID,Percentage,CompanyName,Alias
16185,4964,1,Pars Behin Playeshe Nafte Qeshm,FALSE
5025,1212,1,PAZ,FALSE
4647,1214,1,PBF Energy,FALSE
4746,1214,1,PBF Energy,FALSE
4762,1214,0,PBF Energy,FALSE
4793,1214,1,PBF Energy,FALSE
4790,1214,1,PBF Energy,FALSE
4787,1219,0.5,PDVSA,FALSE
4820,1219,1,PDVSA,FALSE
4821,1219,1,PDVSA,FALSE
4822,1219,1,PDVSA,FALSE
4823,1219,1,PDVSA,FALSE
4807,1219,1,PDVSA,FALSE
4721,1219,1,PDVSA,FALSE
4934,1219,1,PDVSA,FALSE
5116,1219,1,PDVSA,FALSE
5121,1219,0.5,PDVSA,FALSE
5088,1219,1,PDVSA,FALSE
9714,1219,1,PDVSA,FALSE
9715,1219,0.6,PDVSA,FALSE
9716,1219,0.7,PDVSA,FALSE
15990,1219,0.25,PDVSA,FALSE
16001,4965,1,Pelican Refining,FALSE
5001,1223,1,Pemex,FALSE
4685,1223,1,Pemex,FALSE
4687,1223,1,Pemex,FALSE
4688,1223,1,Pemex,FALSE
4795,1223,1,Pemex,FALSE
4902,1223,1,Pemex,FALSE
15982,4966,1,Penglai Anbang Petrochemical,FALSE
15945,1229,1,Perenco,FALSE
5233,1231,1,Pertamina,FALSE
16124,1231,1,Pertamina,FALSE
5155,1231,1,Pertamina,FALSE
5163,1231,1,Pertamina,FALSE
5195,1231,1,Pertamina,FALSE
5185,1231,0.5,Pertamina,FALSE
5173,1231,1,Pertamina,FALSE
5175,1231,1,Pertamina,FALSE
5178,1231,1,Pertamina,FALSE
4827,1240,0.5,Petro Gas,FALSE
4629,1241,1,Petro Star,FALSE
4630,1241,1,Petro Star,FALSE
4710,1242,1,Petrobras,FALSE
4830,1242,1,Petrobras,FALSE
4839,1242,1,Petrobras,FALSE
4840,1242,1,Petrobras,FALSE
4841,1242,1,Petrobras,FALSE
4842,1242,1,Petrobras,FALSE
4843,1242,1,Petrobras,FALSE
4844,1242,1,Petrobras,FALSE
4845,1242,1,Petrobras,FALSE
4847,1242,1,Petrobras,FALSE
4848,1242,1,Petrobras,FALSE
4849,1242,1,Petrobras,FALSE
4837,1242,1,Petrobras,FALSE
5228,1242,1,Petrobras,FALSE
9630,1242,1,Petrobras,FALSE
5225,1246,1,PetroChina,FALSE
5219,1246,1,PetroChina,FALSE
5220,1246,1,PetroChina,FALSE
5222,1246,1,PetroChina,FALSE
5223,1246,1,PetroChina,FALSE
5214,1246,1,PetroChina,FALSE
9650,1246,1,PetroChina,FALSE
9651,1246,1,PetroChina,FALSE
9643,1246,1,PetroChina,FALSE
9644,1246,1,PetroChina,FALSE
9641,1246,1,PetroChina,FALSE
9635,1246,1,PetroChina,FALSE
9636,1246,1,PetroChina,FALSE
9637,1246,1,PetroChina,FALSE
9638,1246,1,PetroChina,FALSE
9639,1246,1,PetroChina,FALSE
4868,1246,0.5,PetroChina,FALSE
5176,1246,1,PetroChina,FALSE
5211,1246,1,PetroChina,FALSE
5168,1246,1,PetroChina,FALSE
5139,1246,1,PetroChina,FALSE
5144,1246,1,PetroChina,FALSE
16076,5042,1,PetroChina Jiangsu Xingneng Asphalt,FALSE
4788,1249,1,Petroecuador,FALSE
4776,1249,1,Petroecuador,FALSE
4779,1249,1,Petroecuador,FALSE
