id,initial,match,type
4958,Impianti Nord Oil Refinery,impiantinordoil,refname
4958,Impianti Nord Oil Refinery,impiantinord,refname
4959,Priolo Gargallo Isab Refinery,priolo gargallo isab,refname
4959,Priolo Gargallo Isab Refinery,priologargalloisab,refname
4959,Priolo Gargallo Isab Refinery,priologargallo,refname
4960,Melilli ISAB Refinery,melilli isab,refname
4960,Melilli ISAB Refinery,melilliisab,refname
4961,Raffineria Di Milazzo,raffineria di milazzo,refname
4961,Raffineria Di Milazzo,raffineriadimilazzo,refname
4961,Raffineria Di Milazzo,raffineriadi,refname
4962,Pardubice Paramo Refinery,pardubice paramo,refname
4962,Pardubice Paramo Refinery,pardubiceparamo,refname
4963,Sisak Oil Refinery,sisak oil,refname
4963,Sisak Oil Refinery,sisakoil,refname
4964,Schwechat Refinery,schwechat,refname
4965,Slovnaft Bratislava Refinery,slovnaft bratislava,refname
4965,Slovnaft Bratislava Refinery,slovnaftbratislava,refname
4966,Taranto Refinery,taranto,refname
4967,Nynashamn Refinery,nynashamn,refname
4968,Srpski Brod Oil Refinery,srpski brod oil,refname
4968,Srpski Brod Oil Refinery,srpskibrodoil,refname
4968,Srpski Brod Oil Refinery,srpskibrod,refname
4969,Caltex Capetown Refinery (Minerton CHEVREF),caltex capetown,refname
4969,Caltex Capetown Refinery (Minerton CHEVREF),caltexcapetown,refname
4970,Ras Lanuf Refinery,ras lanuf,refname
4970,Ras Lanuf Refinery,raslanuf,refname
4971,Gdansk Refinery,gdansk,refname
4972,Danube Duna Refinery,danube duna,refname
4972,Danube Duna Refinery,danubeduna,refname
4973,Dubova Oil Refinery,dubova oil,refname
4973,Dubova Oil Refinery,dubovaoil,refname
4974,Trzebinia Refinery,trzebinia,refname
4975,El-Brega Refinery,el-brega,refname
4976,Plock Refinery,plock,refname
4977,Novi Sad Refinery,novi sad,refname
4977,Novi Sad Refinery,novisad,refname
4978,Pancevo Refinery,pancevo,refname
4979,Mazeikiai Refinery,mazeikiai,refname
4980,Sarir Refinery,sarir,refname
4981,Okta Refinery,okta,refname
4982,Rafineria Jedlicze,rafineria jedlicze,refname
4982,Rafineria Jedlicze,rafineriajedlicze,refname
4983,Naantali Refinery,naantali,refname
4984,Petrolsub Suplacu De Barcau Refinery,petrolsub suplacu de barcau,refname
4985,Hellenic Petroleum Thessaloniki Refinery,hellenic petroleum thessaloniki,refname
4985,Hellenic Petroleum Thessaloniki Refinery,hellenicpetroleumthessaloniki,refname
4985,Hellenic Petroleum Thessaloniki Refinery,hellenicpetroleum,refname
4986,Corinth Refinery,corinth,refname
4987,Drogobych Refinery,drogobych,refname
4988,Elefsina Refinery,elefsina,refname
4989,Aspropyrgos Refinery,aspropyrgos,refname
4990,Marsa El Hariga (Tobruk) Refinery,marsa el hariga,refname
4991,Ukrtransneft Neftekhimik Prikarpatya Nadvirna Refinery,ukrtransneft neftekhimik prikarpatya nadvirna,refname
4992,Petrotel-Lukoil Pitesti Refinery,petrotel-lukoil pitesti,refname
4992,Petrotel-Lukoil Pitesti Refinery,petrotel-lukoilpitesti,refname
4993,Porvoo Refinery,porvoo,refname
4994,Rafinaria Petrobrazi,rafinaria petrobrazi,refname
4994,Rafinaria Petrobrazi,rafinariapetrobrazi,refname
4995,Refinery Vega Ploiesti,vega ploiesti,refname
4995,Refinery Vega Ploiesti,vegaploiesti,refname
4996,Astra Ploiesti Refinery,astra ploiesti,refname
4996,Astra Ploiesti Refinery,astraploiesti,refname
4997,Haina Refinery,haina,refname
4998,Rafo Onesti Refinery,rafo onesti,refname
4998,Rafo Onesti Refinery,rafoonesti,refname
4999,Izmir Refinery,izmir,refname
5000,Neftochim Burgas Refinery,neftochim burgas,refname
5000,Neftochim Burgas Refinery,neftochimburgas,refname
5001,Refineria Francisco I Madero,francisco i madero,refname
5001,Refineria Francisco I Madero,franciscoimadero,refname
5001,Refineria Francisco I Madero,franciscoi,refname
5002,Novopolotsk Refinery,novopolotsk,refname
5003,Petromidia Refinery,petromidia,refname
5004,Indeni Petroleum Ndola Refinery,indeni petroleum ndola,refname
5004,Indeni Petroleum Ndola Refinery,indenipetroleumndola,refname
5004,Indeni Petroleum Ndola Refinery,indenipetroleum,refname
5005,Sc Mozyr Oil Refinery,sc mozyr oil,refname
5005,Sc Mozyr Oil Refinery,scmozyroil,refname
5005,Sc Mozyr Oil Refinery,scmozyr,refname
5007,Tupras Izmit Refinery,tupras izmit,refname
5007,Tupras Izmit Refinery,tuprasizmit,refname
5008,Asyut Refinery,asyut,refname
5009,Amerya Refinery,amerya,refname
5010,El Obeid Refinery,el obeid,refname
5010,El Obeid Refinery,elobeid,refname
5011,Odessa Refinery,odessa,refname
5012,Tanta Refinery,tanta,refname
5013,Sapref Durban Refinery,sapref durban,refname
5013,Sapref Durban Refinery,saprefdurban,refname
5014,Engen Refinery,engen,refname
5015,Mostorod Refinery,mostorod,refname
5016,Kirishi Refinery,kirishi,refname
5017,Khartoum Refinery,khartoum,refname
5018,El Suez Refinery,el suez,refname
5018,El Suez Refinery,elsuez,refname
5019,El-Nasr Refinery,el-nasr,refname
5020,El Gily Refinery,el gily,refname
5020,El Gily Refinery,elgily,refname
5021,Wadi Feiran Refinery,wadi feiran,refname
5021,Wadi Feiran Refinery,wadifeiran,refname
5022,Kremenchuk Refinery,kremenchuk,refname
5023,Kirikkale Refinery,kirikkale,refname
5024,Atas Refinery,atas,refname
5025,Ashdod Refinery,ashdod,refname
5026,Haifa Refinery,haifa,refname
5027,Banias Refinery,banias,refname
5028,Jordan Refinery,jordan,refname
5029,Homs Refinery,homs,refname
5030,Point A Pierre Refinery,point a pierre,refname
5030,Point A Pierre Refinery,pointapierre,refname
5030,Point A Pierre Refinery,pointa,refname
5031,Port Sudan Refinery,port sudan,refname
5031,Port Sudan Refinery,portsudan,refname
5032,Moscow Refinery,moscow,refname
5033,Yanbu Oil Refinery (Samref),yanbu oil,refname
5033,Yanbu Oil Refinery (Samref),yanbuoil,refname
5034,Yanbu Refinery (Yasref),yanbu,refname
5035,Linos Refinery (Lisichansk),linos,refname
5036,Yanbu Refinery (Exxon/saudi Aramco),yanbu,refname
5037,Afipsky Refinery,afipsky,refname
5038,Krasnodar Refinery,krasnodar,refname
5039,Rabigh Refinery,rabigh,refname
5040,Tuapse Refinery,tuapse,refname
5041,Jeddah Refinery,jeddah,refname
5042,Mombasa Refinery,mombasa,refname
5043,Kamensky Petroleum Refinery,kamensky petroleum,refname
5043,Kamensky Petroleum Refinery,kamenskypetroleum,refname
5044,Ryazan Refinery,ryazan,refname
5045,Yanos Yaroslavl Refinery,yanos yaroslavl,refname
5045,Yanos Yaroslavl Refinery,yanosyaroslavl,refname
5046,Tupras Batman Refinery,tupras batman,refname
5046,Tupras Batman Refinery,tuprasbatman,refname
5047,Haditha Refinery,haditha,refname
5049,Muftiah Refinery,muftiah,refname
5050,Norsi-Oil (Or Nizhni Novgorod) Refinery,norsi-oil,refname
5051,Kirkuk Refinery,kirkuk,refname
5052,Daurah Refinery,daurah,refname
5053,Volgograd Refinery,volgograd,refname
5054,Little Aden Refinery,little aden,refname
5054,Little Aden Refinery,littleaden,refname
5055,Samawah Refinery,samawah,refname
5056,Saratov Refinery,saratov,refname
5057,Tabriz Refinery,tabriz,refname
5058,Riyadh Refinery,riyadh,refname
5059,Kermanshah Refinery,kermanshah,refname
5060,Trans Asia Refinery,trans asia,refname
5060,Trans Asia Refinery,transasia,refname
5061,Basrah Refinery,basrah,refname
5062,Astrakhan Refinery,astrakhan,refname
5063,Mina Al-Ahmadi Refinery,mina al-ahmadi,refname
5063,Mina Al-Ahmadi Refinery,minaal-ahmadi,refname
5064,Mina Abdullah Refinery,mina abdullah,refname
5064,Mina Abdullah Refinery,minaabdullah,refname
5065,Shuaiba Refinery,shuaiba,refname
5066,Abadan Refinery,abadan,refname
5067,Syzran Refinery,syzran,refname
5068,Tomasina Refinery,tomasina,refname
5069,Shazand Arak Refinery,shazand arak,refname
5069,Shazand Arak Refinery,shazandarak,refname
5070,Jubail Refinery (Sasref),jubail,refname
5071,Novokuibyshevsk Refinery,novokuibyshevsk,refname
5072,Heydar Aliyev Baku Oil Refinery,heydar aliyev baku oil,refname
5073,Socar Azerineftyag Refinery,socar azerineftyag,refname
5073,Socar Azerineftyag Refinery,socarazerineftyag,refname
5074,Kuibyshev Refinery,kuibyshev,refname
5075,Ras Tanura Refinery,ras tanura,refname
5075,Ras Tanura Refinery,rastanura,refname
5076,Bapco Sitrah Refinery,bapco sitrah,refname
5076,Bapco Sitrah Refinery,bapcositrah,refname
5077,Tehran Refinery,tehran,refname
5078,Isfahan Refinery,isfahan,refname
5079,Umm Said Refinery,umm said,refname
5079,Umm Said Refinery,ummsaid,refname
5080,Qatar Petroleum Refinery ,qatar petroleum,refname
5080,Qatar Petroleum Refinery ,qatarpetroleum,refname
5081,Ras Laffan Condensate Refinery,ras laffan condensate,refname
5081,Ras Laffan Condensate Refinery,raslaffancondensate,refname
5081,Ras Laffan Condensate Refinery,raslaffan,refname
5082,Atyrau Refinery,atyrau,refname
5083,Nizhnekamsk Refinery,nizhnekamsk,refname
5084,Shiraz Refinery,shiraz,refname
5085,Ruwais Refinery,ruwais,refname
5086,Turkmenbashi Refinery,turkmenbashi,refname
5087,Lavan Oil Refinery,lavan oil,refname
5087,Lavan Oil Refinery,lavanoil,refname
5088,Refineria Pdvsa El Palito,pdvsa el palito,refname
5088,Refineria Pdvsa El Palito,pdvsaelpalito,refname
5088,Refineria Pdvsa El Palito,pdvsael,refname
5089,Ukhta Refinery,ukhta,refname
5090,Umm Al Nar Refinery,umm al nar,refname
5090,Umm Al Nar Refinery,ummalnar,refname
5090,Umm Al Nar Refinery,ummal,refname
5092,Hamriyah Sharjah Refinery,hamriyah sharjah,refname
5092,Hamriyah Sharjah Refinery,hamriyahsharjah,refname
5093,Salavatnefteorgsintez Refinery,salavatnefteorgsintez,refname
5094,Bandar Abbas Refinery,bandar abbas,refname
5094,Bandar Abbas Refinery,bandarabbas,refname
5095,Ufaneftekhim Refinery,ufaneftekhim,refname
5096,Novo Ufa Refinery,novo ufa,refname
5096,Novo Ufa Refinery,novoufa,refname
5097,Ufimsk Refinery,ufimsk,refname
5098,Perm Refinery,perm,refname
5099,Fujairah Refinery,fujairah,refname
5100,Sohar (Oman Refinery Co Llc),sohar,refname
5101,Mina Al Fahal Refinery,mina al fahal,refname
5101,Mina Al Fahal Refinery,minaalfahal,refname
5101,Mina Al Fahal Refinery,minaal,refname
5102,Orsk Refinery,orsk,refname
5103,Seidi Refinery,seidi,refname
5104,Baluchistan Refinery,baluchistan,refname
5105,Esso Campana Refinery,esso campana,refname
5105,Esso Campana Refinery,essocampana,refname
5106,Antipinsky Oil Refinery,antipinsky oil,refname
5106,Antipinsky Oil Refinery,antipinskyoil,refname
5107,Byco Refinery,byco,refname
5108,Enar Petroleum Refining Facility,enar petroleum facility,refname
5108,Enar Petroleum Refining Facility,enarpetroleumfacility,refname
5108,Enar Petroleum Refining Facility,enarpetroleum,refname
5109,Korangi Refinery,korangi,refname
5110,MCR (Mid-Country),mcr,refname
5111,Shymkent Oil Refinery,shymkent oil,refname
5111,Shymkent Oil Refinery,shymkentoil,refname
5112,Essar Vadinar Refinery,essar vadinar,refname
5112,Essar Vadinar Refinery,essarvadinar,refname
5113,Jamnagar Refinery (Reliance),jamnagar,refname
5114,Parco Refinery,parco,refname
5115,Mumbai Refinery (Hindustan),mumbai,refname
5116,Centro De Refinacion De Paraguana (Amuay Refinery),centro de de paraguana,refname
5117,Gazprom Refinery Surgut,gazprom surgut,refname
5117,Gazprom Refinery Surgut,gazpromsurgut,refname
5118,Attock Refinery (Rawalpindi),attock,refname
5119,Gujarat- Koyali Refinery,gujarat- koyali,refname
5119,Gujarat- Koyali Refinery,gujarat-koyali,refname
5120,Omsk Refinery,omsk,refname
5121,Refineria Camilo Cienfuegos,camilo cienfuegos,refname
5121,Refineria Camilo Cienfuegos,camilocienfuegos,refname
5122,Mangalore Refinery,mangalore,refname
5123,Guru Gobind Singh Oil Refinery,guru gobind singh oil,refname
5124,Nizhnevartovsk Refinery,nizhnevartovsk,refname
5125,Panipat Refinery,panipat,refname
5126,Pavlodar Refinery,pavlodar,refname
5127,Mathura Refinery,mathura,refname
5128,Bina Oil Refinery,bina oil,refname
5128,Bina Oil Refinery,binaoil,refname
5129,Nagarjuna Oil Cuddalore Refinery,nagarjuna oil cuddalore,refname
5129,Nagarjuna Oil Cuddalore Refinery,nagarjunaoilcuddalore,refname
5129,Nagarjuna Oil Cuddalore Refinery,nagarjunaoil,refname
5130,Cauvery Basin Refinery (Nagapattnam Refinery),cauvery basin,refname
5130,Cauvery Basin Refinery (Nagapattnam Refinery),cauverybasin,refname
5131,Sapugaskanda Refinery,sapugaskanda,refname
5132,Kochi Refinery,kochi,refname
5134,Madras Refinery,madras,refname
5135,Puerto Limon Refinery,puerto limon,refname
5135,Puerto Limon Refinery,puertolimon,refname
5136,Tatipaka Refinery,tatipaka,refname
5137,Visakhapatnam (Visakh) Refinery,visakhapatnam,refname
5138,Dushanzi Refinery,dushanzi,refname
5139,Karamay Refinery,karamay,refname
5140,Komsomolsk Refinery,komsomolsk,refname
5141,Chernigov Refinery,chernigov,refname
5142,Barauni Refinery,barauni,refname
5143,Paradip Refinery,paradip,refname
5144,Urumqi Refinery,urumqi,refname
5145,Haldia Refinery,haldia,refname
5146,Achinsk Oil Refinery,achinsk oil,refname
5146,Achinsk Oil Refinery,achinskoil,refname
5147,Bongaigaon Refinery,bongaigaon,refname
5148,Guwahati Refinery,guwahati,refname
5149,Chittagong Refinery,chittagong,refname
5150,Numaligarh Refinery,numaligarh,refname
5151,Chauk Refinery,chauk,refname
5152,Thanbayakan Oil Refinery,thanbayakan oil,refname
5152,Thanbayakan Oil Refinery,thanbayakanoil,refname
5153,Digboi Refinery,digboi,refname
5155,Pangkalan Brandan Refinery,pangkalan brandan,refname
5155,Pangkalan Brandan Refinery,pangkalanbrandan,refname
5156,Bangchak Refinery,bangchak,refname
5157,Thai Oil Sriracha Refinery,thai oil sriracha,refname
5157,Thai Oil Sriracha Refinery,thaioilsriracha,refname
5157,Thai Oil Sriracha Refinery,thaioil,refname
5158,Rayong Refinery,rayong,refname
5159,Sprc Map Ta Phut Refinery,sprc map ta phut,refname
5160,Alliance Map Ta Phut Refinery,alliance map ta phut,refname
5161,Rayong Purifier Refinery,rayong purifier,refname
5161,Rayong Purifier Refinery,rayongpurifier,refname
5162,IRPC Rayong Refinery,irpc rayong,refname
5162,IRPC Rayong Refinery,irpcrayong,refname
5163,Dumai Refinery,dumai,refname
5164,Hengyuan Port Dickinson Refinery,hengyuan port dickinson,refname
5164,Hengyuan Port Dickinson Refinery,hengyuanportdickinson,refname
5164,Hengyuan Port Dickinson Refinery,hengyuanport,refname
5165,Petron Port Dickinson Refinery,petron port dickinson,refname
5165,Petron Port Dickinson Refinery,petronportdickinson,refname
5165,Petron Port Dickinson Refinery,petronport,refname
5166,Melaka Refinery Psr-2,melaka psr-2,refname
5166,Melaka Refinery Psr-2,melakapsr-2,refname
5167,Kertih Refinery,kertih,refname
5168,Lanzhou Refinery,lanzhou,refname
5169,Singapore Refinery (Jurong )(exxonmobil),singapore,refname
5170,Pulau Merlimau Refinery,pulau merlimau,refname
5170,Pulau Merlimau Refinery,pulaumerlimau,refname
5171,Pulau Bukom Refinery,pulau bukom,refname
5171,Pulau Bukom Refinery,pulaubukom,refname
5172,Angarsk Refinery,angarsk,refname
5173,Pertamina Musi Refinery,pertamina musi,refname
5173,Pertamina Musi Refinery,pertaminamusi,refname
5174,Can Tho Oil Refinery,can tho oil,refname
5174,Can Tho Oil Refinery,canthooil,refname
5174,Can Tho Oil Refinery,cantho,refname
5175,Balongan Refinery,balongan,refname
5176,Guangxi Refinery,guangxi,refname
5177,Dung Quat Refinery,dung quat,refname
5177,Dung Quat Refinery,dungquat,refname
5178,Cilacap Refinery,cilacap,refname
5179,Beihai Refinery,beihai,refname
5180,Yangpu Refinery,yangpu,refname
5182,Hainan Refinery,hainan,refname
5183,Maoming Company Refinery,maoming company,refname
5183,Maoming Company Refinery,maomingcompany,refname
5184,Cepu Refinery,cepu,refname
5185,Tuban Refinery,tuban,refname
5186,Jingmen Refinery,jingmen,refname
5187,Changling Company Refinery,changling company,refname
5187,Changling Company Refinery,changlingcompany,refname
5188,Guangzhou Company Refinery,guangzhou company,refname
5188,Guangzhou Company Refinery,guangzhoucompany,refname
5189,Lutong Refinery,lutong,refname
5190,Wuhan Company Refinery,wuhan company,refname
5190,Wuhan Company Refinery,wuhancompany,refname
5191,Huizhou Refinery,huizhou,refname
5192,Bp Kwinana Refinery,bp kwinana,refname
5192,Bp Kwinana Refinery,bpkwinana,refname
5193,Jiujiang Company Refinery,jiujiang company,refname
5193,Jiujiang Company Refinery,jiujiangcompany,refname
5194,Zhanjiang Dongxing Refinery,zhanjiang dongxing,refname
5194,Zhanjiang Dongxing Refinery,zhanjiangdongxing,refname
5195,Pertamina Balikpapan Refinery,pertamina balikpapan,refname
5195,Pertamina Balikpapan Refinery,pertaminabalikpapan,refname
5196,Cangzhou Company Refinery,cangzhou company,refname
5196,Cangzhou Company Refinery,cangzhoucompany,refname
5197,Anqing Company Refinery,anqing company,refname
5197,Anqing Company Refinery,anqingcompany,refname
5198,Jinan Refinery,jinan,refname
5199,Santan Terminal Refinery,santan terminal,refname
5199,Santan Terminal Refinery,santanterminal,refname
5200,Tianjin Refinery,tianjin,refname
5201,Qilu Refinery,qilu,refname
5202,Kunak Refinery,kunak,refname
5203,Jinling Company Refinery,jinling company,refname
5203,Jinling Company Refinery,jinlingcompany,refname
5204,Talin Refinery,talin,refname
5205,Mailiao Refinery,mailiao,refname
5206,Liaoning Refinery (Zhenhua),liaoning,refname
5207,Kaohsiung Refinery (Cpc),kaohsiung,refname
5208,Dalin Refinery,dalin,refname
5209,Qingdao Refinery,qingdao,refname
5210,Petron Bataan Refinery (Pbr),petron bataan,refname
5210,Petron Bataan Refinery (Pbr),petronbataan,refname
5211,Jinxi Refinery,jinxi,refname
5212,Zhejiang Meifu Petrochemical Company,zhejiang meifu petrochemical company,refname
5213,Tabangao Refinery,tabangao,refname
5214,Jinzhou Petrochemical Refinery,jinzhou petrochemical,refname
5214,Jinzhou Petrochemical Refinery,jinzhoupetrochemical,refname
5215,Taoyuan Refinery,taoyuan,refname
5216,Shanghai Gaoqiao Company Refinery,shanghai gaoqiao company,refname
5216,Shanghai Gaoqiao Company Refinery,shanghaigaoqiaocompany,refname
5216,Shanghai Gaoqiao Company Refinery,shanghaigaoqiao,refname
5217,Fujian Refinery,fujian,refname
5218,Zhenhai Refinery,zhenhai,refname
5219,Dalian Petrochemical Refinery,dalian petrochemical,refname
5219,Dalian Petrochemical Refinery,dalianpetrochemical,refname
5220,Wepec Dalian Refinery,wepec dalian,refname
5220,Wepec Dalian Refinery,wepecdalian,refname
5221,Liaoning Refinery (Sinopec),liaoning,refname
5222,Fushun Petrochemical Refinery,fushun petrochemical,refname
5222,Fushun Petrochemical Refinery,fushunpetrochemical,refname
5223,Daqing Petrochemical Refinery,daqing petrochemical,refname
5223,Daqing Petrochemical Refinery,daqingpetrochemical,refname
5224,Hyundai - Daesan Refinery,hyundai - daesan,refname
5224,Hyundai - Daesan Refinery,hyundai-daesan,refname
5224,Hyundai - Daesan Refinery,hyundai-,refname
5225,Jilin Chemical Refinery,jilin chemical,refname
5225,Jilin Chemical Refinery,jilinchemical,refname
5226,Incheon (Sk Energy),incheon,refname
5227,Yeosu Refinery,yeosu,refname
5228,Nishihara Refinery,nishihara,refname
5229,Sk Ulsan Refinery,sk ulsan,refname
5229,Sk Ulsan Refinery,skulsan,refname
5230,S-Oil Ulsan Refinery,s-oil ulsan,refname
5230,S-Oil Ulsan Refinery,s-oilulsan,refname
5232,Buenos Aires Refinery,buenos aires,refname
5232,Buenos Aires Refinery,buenosaires,refname
5233,Pertamina Kasim Refinery,pertamina kasim,refname
5233,Pertamina Kasim Refinery,pertaminakasim,refname
5234,Yamaguchi Refinery,yamaguchi,refname
5235,Oita Refinery,oita,refname
5236,Tokuyama Complex,tokuyama complex,refname
5236,Tokuyama Complex,tokuyamacomplex,refname
5237,Marifu Refinery,marifu,refname
5238,Shikoku Refinery,shikoku,refname
5239,Mizushima Refinery,mizushima,refname
5240,Sakaide Refinery,sakaide,refname
5241,Khabarovsk Refinery,khabarovsk,refname
5242,Wakayama Refinery,wakayama,refname
5243,Osaka Refinery,osaka,refname
5244,Sakai Refinery (Tonengeneral),sakai,refname
5245,Sakai Refinery (Cosmo Oil),sakai,refname
5246,Yokkaichi Refinery (Shell),yokkaichi,refname
5247,Yokkaichi Refinery (Cosmo Oil),yokkaichi,refname
5248,Aichi Refinery,aichi,refname
5249,Toyoma Refinery,toyoma,refname
5250,Negishi Refinery,negishi,refname
5251,Keihin Refinery,keihin,refname
5252,Kawasaki Refinery (Tonengeneral),kawasaki,refname
5253,Sodegaura Refinery,sodegaura,refname
5254,Chiba Refinery (Idemitsu),chiba,refname
5255,Chiba Refinery (Tonengeneral),chiba,refname
5256,Chiba Refinery (Cosmo Oil),chiba,refname
5257,Kashima Refinery,kashima,refname
5258,Sendai Refinery,sendai,refname
5259,Hokkaido Refinery,hokkaido,refname
5260,Viva Energy Geelong Refinery,viva energy geelong,refname
5260,Viva Energy Geelong Refinery,vivaenergygeelong,refname
5260,Viva Energy Geelong Refinery,vivaenergy,refname
5261,Altona Refinery,altona,refname
5262,Napa Napa Refinery,napa napa,refname
5262,Napa Napa Refinery,napanapa,refname
5263,Kurnell Refinery,kurnell,refname
5264,Bp Bulwer Island Refinery,bp bulwer island,refname
5264,Bp Bulwer Island Refinery,bpbulwerisland,refname
5264,Bp Bulwer Island Refinery,bpbulwer,refname
5265,Caltex Oil Refinery,caltex oil,refname
5265,Caltex Oil Refinery,caltexoil,refname
5266,Marsden Point Oil Refinery,marsden point oil,refname
5266,Marsden Point Oil Refinery,marsdenpointoil,refname
5266,Marsden Point Oil Refinery,marsdenpoint,refname
6958,Duqm Sez Refinery And Petrochemicals,duqm sez and petrochemicals,refname
7138,Tanzania Italian Petrolium Oil Refinery,tanzania italian petrolium oil,refname
7222,Sinopec Yangzi Petrochemical Company,sinopec yangzi petrochemical company,refname
7246,Jebel Ali Refinery,jebel ali,refname
7246,Jebel Ali Refinery,jebelali,refname
7403,Myanmar China Petro Transportation,myanmar china petro transportation,refname
9612,Kam Refinery,kam,refname
9613,Ghazanfar Oil Refinery,ghazanfar oil,refname
9613,Ghazanfar Oil Refinery,ghazanfaroil,refname
9614,Ballsh Refinery,ballsh,refname
9616,Fier Refinery,fier,refname
9617,Topping Condensat (RA2.K),topping condensat,refname
9617,Topping Condensat (RA2.K),toppingcondensat,refname
9622,Raffinerie d’Adrar Soralchin,raffinerie d’adrar soralchin,refname
9622,Raffinerie d’Adrar Soralchin,raffineried’adrarsoralchin,refname
9622,Raffinerie d’Adrar Soralchin,raffineried’adrar,refname
9623,Avellaneda Refinery,avellaneda,refname
9625,Clyde Refinery,clyde,refname
9626,Eromanga Refinery,eromanga,refname
9627,VTTI ATPC,vtti atpc,refname
9627,VTTI ATPC,vttiatpc,refname
9628,Brod Refinery,brod,refname
9629,Dax Oil Refinery,dax oil,refname
9629,Dax Oil Refinery,daxoil,refname
9630,RPCC (Potiguar Clara Camarão Refinery),rpcc,refname
9631,UNIVEN Refinery,univen,refname
9632,Seria Refinery,seria,refname
9633,Moose Jaw Refinery,moose jaw,refname
9633,Moose Jaw Refinery,moosejaw,refname
9634,NRC N'Djamena Refinery Company,nrc n'djamena company,refname
9634,NRC N'Djamena Refinery Company,nrcn'djamenacompany,refname
9634,NRC N'Djamena Refinery Company,nrcn'djamena,refname
9635,Daqing Refining & Chemical,daqing & chemical,refname
9635,Daqing Refining & Chemical,daqing&chemical,refname
9635,Daqing Refining & Chemical,daqing&,refname
9636,Harbin Refinery,harbin,refname
9637,Panjin Liaohe Petrochemical Refinery,panjin liaohe petrochemical,refname
9637,Panjin Liaohe Petrochemical Refinery,panjinliaohepetrochemical,refname
9637,Panjin Liaohe Petrochemical Refinery,panjinliaohe,refname
9638,Liaoyang Refinery,liaoyang,refname
9639,Changqing Xianyang Refinery,changqing xianyang,refname
9639,Changqing Xianyang Refinery,changqingxianyang,refname
9640,Xian Refinery,xian,refname
9641,Yumen Refinery,yumen,refname
9642,Beijing Yanshan Refinery,beijing yanshan,refname
9642,Beijing Yanshan Refinery,beijingyanshan,refname
9643,Dagang Refinery,dagang,refname
9644,Huabei Renqiu Refinery,huabei renqiu,refname
9644,Huabei Renqiu Refinery,huabeirenqiu,refname
9645,Shijiazhuang Refinery,shijiazhuang,refname
9646,Qingdao Petrochemical  Refinery,qingdao petrochemical,refname
9646,Qingdao Petrochemical  Refinery,qingdaopetrochemical,refname
9647,Shanghai  Refinery,shanghai,refname
9648,Luoyang Refinery,luoyang,refname
9649,Yueyang Refinery,yueyang,refname
9650,Quanzhou Refinery,quanzhou,refname
9651,Pengzhou Refinery,pengzhou,refname
9652,Yingkou Refinery,yingkou,refname
9653,Chenxi Refinery,chenxi,refname
9654,Anbang Refinery,anbang,refname
9655,China Offshore Bitumen  Refinery,china offshore bitumen,refname
9656,Kenli Refinery,kenli,refname
9657,Sergio Soto Refinery,sergio soto,refname
9657,Sergio Soto Refinery,sergiosoto,refname
9658,Bonao Refinery,bonao,refname
9659,El Mex Refinery,el mex,refname
9659,El Mex Refinery,elmex,refname
9660,MIDOR  Refinery,midor,refname
9663,Rheinland Refinery - Wesseling,rheinland - wesseling,refname
9663,Rheinland Refinery - Wesseling,rheinland-wesseling,refname
9663,Rheinland Refinery - Wesseling,rheinland-,refname
9664,Bayernoil Refinery,bayernoil,refname
9667,Jamnagar RPL (SEZ) Refinery,jamnagar rpl,refname
9667,Jamnagar RPL (SEZ) Refinery,jamnagarrpl,refname
9668,Baiji Salah al Din Complex Refinery,baiji salah al din complex,refname
9669,Najaf Refinery,najaf,refname
9670,Nasiria Refinery,nasiria,refname
9671,Diwaniyah Refinery,diwaniyah,refname
9672,Qayarah Refinery,qayarah,refname
9673,Kalak Erbil Refinery,kalak erbil,refname
9673,Kalak Erbil Refinery,kalakerbil,refname
9674,Bazian Sulaymaniyah Refinery,bazian sulaymaniyah,refname
9674,Bazian Sulaymaniyah Refinery,baziansulaymaniyah,refname
9675,Aktobe Refinery,aktobe,refname
9676,Jalalabad Refinery,jalalabad,refname
9677,Kara-Balta Refinery,kara-balta,refname
9678,Kemaman Bitumen Refinery,kemaman bitumen,refname
9678,Kemaman Bitumen Refinery,kemamanbitumen,refname
9679,Thanlyin Refinery,thanlyin,refname
9681,Ponghwa Chemical Complex Refinery,ponghwa chemical complex,refname
9681,Ponghwa Chemical Complex Refinery,ponghwachemicalcomplex,refname
9681,Ponghwa Chemical Complex Refinery,ponghwachemical,refname
9682,Mongstad Refinery,mongstad,refname
9683,Campina Refinery,campina,refname
9684,Ilsky Refinery,ilsky,refname
9685,Mariysky/Mari EI Refinery Refinery,mariysky/mari ei,refname
9685,Mariysky/Mari EI Refinery Refinery,mariysky/mariei,refname
9686,Novatek Ust-Luga Refinery,novatek ust-luga,refname
9686,Novatek Ust-Luga Refinery,novatekust-luga,refname
9687,Novoshakhtinsk Refinery,novoshakhtinsk,refname
9688,TAIF Refinery,taif,refname
9689,TANECO Refinery,taneco,refname
9690,Yaysky Refinery,yaysky,refname
9692,Urai Refinery,urai,refname
9693,Kogalym Refinery,kogalym,refname
9694,Yanbu Refinery (Saudi Aramco),yanbu,refname
9695,Jubail SATORP Refinery,jubail satorp,refname
9695,Jubail SATORP Refinery,jubailsatorp,refname
9696,Sasolburg NATREF Refinery,sasolburg natref,refname
