GeoAssetID,GeoAssetName,Latitude,Longitude,CapacityMillionTonnesPerAnnum,CapacityKiloBarrelsPerDay,City,FromDate,ToDate
4974,Trzebinia Refinery,50.159529,19.446705,0.36,7.40,Trzebinia,1895-01-01,
4975,El-Brega Refinery,30.412447,19.577502,0.50,10.00,Marsa El-Brega    ,1962-01-01,
4976,Plock Refinery,52.591906,19.675364,17.00,377.00,Plock,1964-01-01,
4977,Novi Sad Refinery,45.277251,19.863616,2.50,50.00,Novi Sad,1968-01-01,
4978,Pancevo Refinery,44.831245,20.686432,4.80,98.00,Pancevo,1968-01-01,2014-12-31
4978,Pancevo Refinery,44.831245,20.686432,4.70,96.40,Pancevo,2015-01-01,
4979,Mazeikiai Refinery,56.06244,21.108111,12.00,240.00,Mazeikiai,1980-01-01,
4980,Sarir Refinery,27.590078,21.600969,0.50,10.00,Sarir             ,1988-01-01,
4981,Okta Refinery,42.001343,21.654085,2.50,50.00,Skopje,1982-01-01,2013-01-31
4982,Rafineria Jedlicze,49.712192,21.661617,1.50,28.00,Jedlicze,1899-01-01,
4983,Naantali Refinery,60.451233,22.093211,2.89,58.25,Naantali,1957-01-01,2011-12-31
4983,Naantali Refinery,60.451233,22.093211,2.98,60.25,Naantali,2012-01-01,2013-12-31
4983,Naantali Refinery,60.451233,22.093211,2.45,55.40,Naantali,2014-01-01,2014-12-31
4983,Naantali Refinery,60.451233,22.093211,3.00,63.30,Naantali,2015-01-01,2016-12-31
4983,Naantali Refinery,60.451233,22.093211,2.90,58.75,Naantali,2017-01-01,2021-03-31
4984,Petrolsub Suplacu De Barcau Refinery,47.254651,22.550742,,,,,
4985,Hellenic Petroleum Thessaloniki Refinery,40.644666,22.882538,3.63,72.00,Thessaloniki,1966-01-01,2011-09-30
4985,Hellenic Petroleum Thessaloniki Refinery,40.644666,22.882538,4.50,93.00,Thessaloniki,2011-10-01,2012-12-31
4985,Hellenic Petroleum Thessaloniki Refinery,40.644666,22.882538,4.50,93.00,Thessaloniki,2013-01-01,2016-12-31
4985,Hellenic Petroleum Thessaloniki Refinery,40.644666,22.882538,4.50,93.00,Thessaloniki,2017-01-01,
4986,Corinth Refinery,37.922751,23.074264,8.90,172.00,Corinth,1972-01-01,2016-03-31
4986,Corinth Refinery,37.922751,23.074264,9.60,185.00,Corinth,2016-04-01,
4987,Drogobych Refinery,49.341195,23.483153,3.00,58.00,Drogobych,1951-01-01,2011-12-31
4988,Elefsina Refinery,38.040951,23.50637,5.00,100.00,Elefsis,1972-01-01,2010-12-31
4988,Elefsina Refinery,38.040951,23.50637,5.00,100.00,Elefsis,2011-01-01,2011-12-31
4988,Elefsina Refinery,38.040951,23.50637,5.00,100.00,Elefsis,2012-01-01,2012-12-31
4988,Elefsina Refinery,38.040951,23.50637,5.00,100.00,Elefsis,2013-01-01,2016-12-31
4988,Elefsina Refinery,38.040951,23.50637,5.00,100.00,Elefsis,2017-01-01,
4989,Aspropyrgos Refinery,38.029963,23.612067,7.50,145.00,Aspropyrgos,1958-01-01,2010-12-31
4989,Aspropyrgos Refinery,38.029963,23.612067,7.50,148.00,Aspropyrgos,2011-01-01,2012-12-31
4989,Aspropyrgos Refinery,38.029963,23.612067,7.50,148.00,Aspropyrgos,2013-01-01,
4990,Marsa El Hariga (Tobruk) Refinery,32.045337,23.975739,1.00,20.00,Tobruk            ,1986-01-01,
4991,Ukrtransneft Neftekhimik Prikarpatya Nadvirna Refinery,48.630829,24.601132,3.54,60.30,Nadvornaja,1902-01-01,2011-12-31
4992,Petrotel-Lukoil Pitesti Refinery,44.807556,24.935326,2.50,54.20,Ploiesti,1965-01-01,
4993,Porvoo Refinery,60.310383,25.5363,10.10,206.00,Porvoo,1965-01-01,
4994,Rafinaria Petrobrazi,44.882214,26.01442,4.40,90.00,Ploiesti,1934-01-01,2011-12-31
4994,Rafinaria Petrobrazi,44.882214,26.01442,4.20,84.35,Ploiesti,2012-01-01,2014-12-31
4994,Rafinaria Petrobrazi,44.882214,26.01442,4.40,90.30,Ploiesti,2015-01-01,
4995,Refinery Vega Ploiesti,44.961122,26.027174,0.35,7.00,Ploiesti,1905-01-01,
4996,Astra Ploiesti Refinery,44.945787,26.071357,,,,,
4997,Haina Refinery,18.403057,-70.031165,1.70,34.00,Haina,1973-01-01,
4998,Rafo Onesti Refinery,46.257695,26.815439,3.50,70.30,Onesti,1956-01-01,
4999,Izmir Refinery,38.805205,26.946252,12.00,241.00,Izmir,1972-01-01,
5000,Neftochim Burgas Refinery,42.540833,27.324432,9.60,196.85,Burgas,1964-01-01,
5001,Refineria Francisco I Madero,22.265575,-97.809988,9.40,190.00,Ciudad Madero,1960-01-01,2018-03-31
5001,Refineria Francisco I Madero,22.265575,-97.809988,8.80,177.00,Ciudad Madero,2018-04-01,
5002,Novopolotsk Refinery,55.499397,28.538248,11.00,217.00,Novopolotsk,1963-01-01,2013-12-31
5002,Novopolotsk Refinery,55.499397,28.538248,12.00,240.00,Novopolotsk,2014-01-01,2019-04-30
5002,Novopolotsk Refinery,55.499397,28.538248,13.00,285.00,Novopolotsk,2019-05-01,
5003,Petromidia Refinery,44.340727,28.653938,3.70,76.30,Navodari,1979-01-01,2011-12-31
5003,Petromidia Refinery,44.340727,28.653938,4.90,100.00,Navodari,2012-01-01,2017-04-30
5003,Petromidia Refinery,44.340727,28.653938,5.90,120.00,Navodari,2017-05-01,
5004,Indeni Petroleum Ndola Refinery,-13.039066,28.680042,1.20,23.80,Ndola,1973-01-01,
5005,Sc Mozyr Oil Refinery,51.888026,29.314718,11.00,221.00,Mozyr,1975-01-01,2012-12-31
5005,Sc Mozyr Oil Refinery,51.888026,29.314718,13.00,260.00,Mozyr,2013-01-01,
5007,Tupras Izmit Refinery,40.751101,29.771047,9.50,190.00,Izmit,1961-01-01,2015-04-30
5007,Tupras Izmit Refinery,40.751101,29.771047,11.00,225.00,Izmit,2015-05-01,
5008,Asyut Refinery,27.174728,30.99893,5.04,100.00,Asyut,1987-01-01,2014-12-31
5008,Asyut Refinery,27.174728,30.99893,4.55,90.30,Asyut,2015-01-01,
5009,Amerya Refinery,31.09815,29.858764,3.80,78.00,Alexandria,1921-01-01,2014-12-31
5009,Amerya Refinery,31.09815,29.858764,3.70,75.00,Alexandria,2015-01-01,
5010,El Obeid Refinery,13.27194,30.236805,0.75,15.00,El Obeid,1996-01-01,2013-12-31
5010,El Obeid Refinery,13.27194,30.236805,0.50,10.00,El Obeid,2014-01-01,
5011,Odessa Refinery,46.516598,30.679584,2.65,56.24,Odessa,1937-01-01,2013-12-31
5012,Tanta Refinery,30.793103,30.963092,2.00,35.00,Tanta,1973-01-01,2012-12-31
5012,Tanta Refinery,30.793103,30.963092,2.72,54.00,Tanta,2013-01-01,
5013,Sapref Durban Refinery,-29.975549,30.965079,8.90,180.00,Durban,1900-01-01,
5014,Engen Refinery,-29.947066,30.984953,6.70,135.00,Durban,1954-01-01,
5015,Mostorod Refinery,30.142926,31.298799,8.06,160.00,Mostorod,1969-01-01,
5016,Kirishi Refinery,59.481561,32.076698,22.10,442.00,Kirishi,1966-01-01,2012-12-31
5016,Kirishi Refinery,59.481561,32.076698,20.50,411.76,Kirishi,2013-01-01,2013-12-31
5016,Kirishi Refinery,59.481561,32.076698,20.00,403.70,Kirishi,2014-01-01,2019-12-31
5016,Kirishi Refinery,59.481561,32.076698,21.50,433.00,Kirishi,2020-01-01,
5017,Khartoum Refinery,16.128767,32.688407,5.00,100.00,Khartoum,2000-01-01,
5018,El Suez Refinery,29.958879,32.520204,3.30,64.40,El Suez,1921-01-01,2013-12-31
5018,El Suez Refinery,29.958879,32.520204,3.43,68.00,El Suez,2014-01-01,
5019,El-Nasr Refinery,29.957545,32.532766,6.50,146.30,El Suez,1913-01-01,2013-12-31
5019,El-Nasr Refinery,29.957545,32.532766,6.50,146.30,El Suez,2014-01-01,
5020,El Gily Refinery,15.500542,32.508095,2.50,50.00,El Gily,1900-01-01,
5021,Wadi Feiran Refinery,28.73327,33.22442,0.40,8.50,Wadi Feran,1900-01-01,
5022,Kremenchuk Refinery,49.163694,33.460463,18.75,352.00,Kremenchug,1966-01-01,2017-03-31
5022,Kremenchuk Refinery,49.163694,33.460463,18.20,341.00,Kremenchug,2017-04-01,
5023,Kirikkale Refinery,39.747248,33.464246,5.00,110.00,Kirikkale,1986-01-01,
5024,Atas Refinery,36.8029780046296,34.6579773842593,,,,,
5025,Ashdod Refinery,31.845183,34.681118,4.50,90.00,Ashdod,1973-01-01,2012-12-31
5025,Ashdod Refinery,31.845183,34.681118,5.50,110.00,Ashdod,2013-01-01,
5026,Haifa Refinery,32.796737,35.057178,9.80,197.00,Haifa,1938-01-01,
5027,Banias Refinery,35.219847,35.963735,6.07,120.50,Banias,1982-01-01,2011-12-31
5027,Banias Refinery,35.219847,35.963735,6.50,133.00,Banias,2012-01-01,
5028,Jordan Refinery,32.122749,36.113174,5.00,102.00,Zarqa,1961-01-01,2015-12-31
5028,Jordan Refinery,32.122749,36.113174,3.75,80.00,Zarqa,2016-01-01,
5029,Homs Refinery,34.717977,36.641027,5.30,107.00,Homs,1959-01-01,
5030,Point A Pierre Refinery,10.314952,-61.445963,8.10,165.00,Pointe-a-Pierre,1917-01-01,
5031,Port Sudan Refinery,19.555968,37.234616,1.10,21.70,Port Sudan,1964-10-01,2017-12-31
5032,Moscow Refinery,55.655591,37.806006,12.20,244.00,Moscow,1938-01-01,2014-12-31
5032,Moscow Refinery,55.655591,37.806006,11.60,220.90,Moscow,2015-01-01,2016-03-31
5032,Moscow Refinery,55.655591,37.806006,12.90,256.30,Moscow,2016-04-01,2019-02-28
5032,Moscow Refinery,55.655591,37.806006,17.70,363.15,Moscow,2019-03-01,
5033,Yanbu Oil Refinery (Samref),23.97741,38.235587,20.00,400.00,"Yanbu
  Al-Sinaiyah",1984-01-01,
5034,Yanbu Refinery (Yasref),23.961792,38.279539,10.00,200.00,"Yanbu
  Al-Sinaiyah",2014-10-01,2015-12-31
5034,Yanbu Refinery (Yasref),23.961792,38.279539,19.70,400.00,"Yanbu
  Al-Sinaiyah",2016-01-01,
5035,Linos Refinery (Lisichansk),48.853038,38.304444,6.20,124.00,Lisichansk,1976-01-01,2012-02-29
5036,Yanbu Refinery (Exxon/saudi Aramco),23.943478,38.31399,,,,,
5037,Afipsky Refinery,44.889702,38.802093,6.50,130.00,Krasnodar,1964-01-01,2019-12-31
5037,Afipsky Refinery,44.889702,38.802093,8.00,160.00,Krasnodar,2020-01-01,
5038,Krasnodar Refinery,44.999057,38.964868,3.00,60.25,Krasnodar,1911-01-01,
5039,Rabigh Refinery,22.715355,39.019957,20.00,400.00,Rabigh,1989-01-01,
5040,Tuapse Refinery,44.1072,39.1019,5.00,100.00,Tuapse,1929-01-01,2013-05-31
5040,Tuapse Refinery,44.1072,39.1019,12.50,240.00,Tuapse,2013-06-01,
5041,Jeddah Refinery,21.448964,39.18503,3.30,90.00,Jeddah,1967-01-01,2014-12-31
5041,Jeddah Refinery,21.448964,39.18503,2.70,77.00,Jeddah,2015-01-01,2017-11-30
5042,Mombasa Refinery,-4.016177,39.621034,1.70,32.00,Mombasa,1963-01-01,2012-12-31
5043,Kamensky Petroleum Refinery,47.16586,39.641737,,,,,
5044,Ryazan Refinery,54.566562,39.748198,16.90,323.00,Ryazan,1960-01-01,2011-12-31
5044,Ryazan Refinery,54.566562,39.748198,17.80,340.00,Ryazan,2012-01-01,2012-12-31
5044,Ryazan Refinery,54.566562,39.748198,18.50,370.50,Ryazan,2013-01-01,2017-05-31
5044,Ryazan Refinery,54.566562,39.748198,21.00,416.00,Ryazan,2017-06-01,
5045,Yanos Yaroslavl Refinery,57.551157,39.790419,15.20,305.00,Yaroslavl,1879-01-01,
5046,Tupras Batman Refinery,37.881518,41.136328,1.10,25.00,Batman,1955-01-01,2018-12-31
5046,Tupras Batman Refinery,37.881518,41.136328,1.10,40.00,Batman,2019-01-01,
5047,Haditha Refinery,34.070334,42.3573,0.80,16.00,Anbar,1949-01-01,
5049,Muftiah Refinery,33.653657,44.117782,0.50,4.50,Muftiah,1973-01-01,
5050,Norsi-Oil (Or Nizhni Novgorod) Refinery,56.156215,44.232988,17.10,341.50,Nizhni Novgorod,1958-01-01,
5051,Kirkuk Refinery,35.530783,44.336632,2.00,40.00,Kirkuk,1973-01-01,2017-11-30
5051,Kirkuk Refinery,35.530783,44.336632,2.40,56.00,Kirkuk,2017-12-01,
5052,Daurah Refinery,33.274733,44.436687,6.90,140.00,Dora,1955-01-01,2018-04-30
5052,Daurah Refinery,33.274733,44.436687,8.00,165.00,Dora,2018-05-01,
5053,Volgograd Refinery,48.505069,44.653834,11.44,227.00,Volgograd,1957-01-01,2015-05-31
5053,Volgograd Refinery,48.505069,44.653834,14.50,291.25,Volgograd,2015-06-01,2016-09-30
5053,Volgograd Refinery,48.505069,44.653834,11.44,334.00,Volgograd,2016-10-01,
5054,Little Aden Refinery,12.751046,44.88217,7.40,150.00,Little Aden,1954-01-01,
5055,Samawah Refinery,31.300618,45.299562,1.50,30.00,Samawah,1978-01-01,
5056,Saratov Refinery,51.452132,45.942036,7.10,140.60,Saratov,1934-01-01,
5057,Tabriz Refinery,38.057419,46.161624,5.40,110.00,Tabriz            ,1977-01-01,
5058,Riyadh Refinery,24.518847,46.868507,6.00,122.00,Riyadh,1975-01-01,2013-12-31
5058,Riyadh Refinery,24.518847,46.868507,6.20,126.00,Riyadh,2014-01-01,2018-05-31
5058,Riyadh Refinery,24.518847,46.868507,6.40,130.00,Riyadh,2018-06-01,
5059,Kermanshah Refinery,34.351324,47.10227,1.20,25.00,Kermanshah,1971-01-01,
5060,Trans Asia Refinery,43.012783,47.460266,,,,,
5061,Basrah Refinery,30.538643,47.822254,7.00,140.00,Basrah,1974-01-01,2013-12-31
5061,Basrah Refinery,30.538643,47.822254,10.50,210.00,Basrah,2014-01-01,2019-12-31
5061,Basrah Refinery,30.538643,47.822254,12.50,250.00,Basrah,2020-01-01,
5062,Astrakhan Refinery,46.32938,48.083278,2.60,52.00,Astrakhan,1900-01-01,
5063,Mina Al-Ahmadi Refinery,29.060243,48.131034,23.00,466.00,Mina Al Ahmadi,1949-01-01,
5064,Mina Abdullah Refinery,29.015253,48.147581,13.30,270.00,Mina Abdulla,1958-01-01,2020-11-30
5064,Mina Abdullah Refinery,29.015253,48.147581,22.00,454.00,Mina Abdulla,2020-12-01,
5065,Shuaiba Refinery,29.032553,48.148164,9.90,200.00,Shuaiba,1968-01-01,2017-03-31
5066,Abadan Refinery,30.351017,48.274882,17.50,350.00,Abadan,1912-01-01,2010-12-31
5066,Abadan Refinery,30.351017,48.274882,19.00,385.00,Abadan,2011-01-01,2013-12-31
5066,Abadan Refinery,30.351017,48.274882,20.00,400.00,Abadan,2014-01-01,
5067,Syzran Refinery,53.08073,48.390988,8.80,177.00,Samara,1942-01-01,2012-12-31
5067,Syzran Refinery,53.08073,48.390988,8.50,170.70,Samara,2013-01-01,
5068,Tomasina Refinery,-18.170726,49.39282,,,,,
5069,Shazand Arak Refinery,34.002902,49.477355,8.50,170.00,Arak              ,1993-01-01,2012-12-31
5069,Shazand Arak Refinery,34.002902,49.477355,12.50,250.00,Arak              ,2013-01-01,
5070,Jubail Refinery (Sasref),27.04701,49.6084,15.00,305.00,"Madinat
  Al-Jubail Al- Sinaiyah ",1984-01-01,
5071,Novokuibyshevsk Refinery,53.099932,49.896376,7.90,160.70,Samara,1951-01-01,2011-12-31
5071,Novokuibyshevsk Refinery,53.099932,49.896376,8.80,176.75,Samara,2012-01-01,2017-06-30
5071,Novokuibyshevsk Refinery,53.099932,49.896376,7.80,158.68,Samara,2017-07-01,
5072,Heydar Aliyev Baku Oil Refinery,40.403835,49.912781,13.20,153.00,Baku,1900-01-01,
5073,Socar Azerineftyag Refinery,40.374834,49.91594,0.25,5.00,Baku,1879-01-01,2018-12-31
5074,Kuibyshev Refinery,53.107789,50.051372,6.60,130.55,Samara,1945-01-01,2011-12-31
5074,Kuibyshev Refinery,53.107789,50.051372,6.75,136.60,Samara,2012-01-01,2017-02-28
5074,Kuibyshev Refinery,53.107789,50.051372,6.90,140.60,Samara,2017-03-01,
5075,Ras Tanura Refinery,26.701658,50.096625,27.10,550.00,Ras Tanura,1945-01-01,
5076,Bapco Sitrah Refinery,26.115194,50.606592,15.00,300.00,Sitra,1936-01-01,
5077,Tehran Refinery,35.539911,51.425269,10.50,230.00,Tehran            ,1969-01-01,2013-12-31
5077,Tehran Refinery,35.539911,51.425269,12.20,245.00,Tehran            ,2014-01-01,
5078,Isfahan Refinery,32.784681,51.508937,13.00,265.00,Isfahan,1979-01-01,2010-12-31
5078,Isfahan Refinery,32.784681,51.508937,18.50,375.00,Isfahan,2011-01-01,2019-01-31
5078,Isfahan Refinery,32.784681,51.508937,19.00,495.00,Isfahan,2019-02-01,2020-04-30
5078,Isfahan Refinery,32.784681,51.508937,19.00,420.00,Isfahan,2020-05-01,
5079,Umm Said Refinery,24.92197,51.55759,6.80,157.00,Mesaieed,1958-01-01,
5080,Qatar Petroleum Refinery ,24.96318,51.54588,3.00,70.00,"",1900-01-01,
5081,Ras Laffan Condensate Refinery,25.899833,51.573525,8.20,166.00,Ras Laffan,2009-01-01,
5082,Atyrau Refinery,47.073253,51.926745,4.00,86.00,Atyrau,1945-01-01,2010-12-31
5082,Atyrau Refinery,47.073253,51.926745,4.75,100.00,Atyrau,2011-01-01,2016-12-31
5082,Atyrau Refinery,47.073253,51.926745,5.10,110.00,Atyrau,2017-01-01,
5083,Nizhnekamsk Refinery,55.600315,51.971551,,,"",1900-01-01,1900-01-01
5084,Shiraz Refinery,29.73444,52.656527,2.00,40.00,Shiraz            ,1973-01-01,2013-12-31
5084,Shiraz Refinery,29.73444,52.656527,2.80,56.00,Shiraz            ,2014-01-01,
5085,Ruwais Refinery,24.121307,52.716854,20.16,400.00,Ruwais,1981-01-01,2013-12-31
5085,Ruwais Refinery,24.121307,52.716854,21.00,415.00,Ruwais,2014-01-01,2014-12-31
5085,Ruwais Refinery,24.121307,52.716854,41.50,830.00,Ruwais,2015-01-01,2017-09-30
5085,Ruwais Refinery,24.121307,52.716854,42.00,837.00,Ruwais,2017-10-01,
5086,Turkmenbashi Refinery,40.028703,52.962108,5.87,116.50,Turkmenbashi,1943-01-01,2014-12-31
5086,Turkmenbashi Refinery,40.028703,52.962108,11.90,235.00,Turkmenbashi,2015-01-01,
5087,Lavan Oil Refinery,26.79959,53.348894,1.60,30.00,"Lavan
  Island",1977-01-01,2013-12-31
5087,Lavan Oil Refinery,26.79959,53.348894,3.00,60.00,"Lavan
  Island",2014-01-01,
5088,Refineria Pdvsa El Palito,10.48125,-68.119813,6.90,140.00,Puerto Cabello,1954-01-01,
5089,Ukhta Refinery,63.638176,53.825645,4.00,78.30,Ukhta,1934-01-01,2015-12-31
5089,Ukhta Refinery,63.638176,53.825645,4.20,84.36,Ukhta,2016-01-01,
5090,Umm Al Nar Refinery,24.438676,54.48278,4.20,85.00,"Abu
  Dhabi",1976-01-01,
5092,Hamriyah Sharjah Refinery,25.462788,55.491572,3.60,71.30,Sharjah,1999-01-01,
5093,Salavatnefteorgsintez Refinery,53.426321,55.880799,12.00,241.00,Salavat,1955-01-01,2013-12-31
5093,Salavatnefteorgsintez Refinery,53.426321,55.880799,10.00,200.80,Salavat,2014-01-01,2017-05-31
5093,Salavatnefteorgsintez Refinery,53.426321,55.880799,12.50,250.00,Salavat,2017-06-01,
5094,Bandar Abbas Refinery,27.159491,56.072845,16.00,322.00,Bandar Abbas,1997-01-01,2013-12-31
5094,Bandar Abbas Refinery,27.159491,56.072845,14.00,284.00,Bandar Abbas,2014-01-01,
5095,Ufaneftekhim Refinery,54.877829,56.085321,9.45,190.80,Ufa,1957-01-01,
5096,Novo Ufa Refinery,54.864222,56.085927,7.20,142.00,Ufa,1951-01-01,2018-06-30
5096,Novo Ufa Refinery,54.864222,56.085927,7.50,148.63,Ufa,2018-07-01,
5097,Ufimsk Refinery,54.851211,56.104943,7.50,150.00,Ufa,1938-01-01,2018-02-28
5097,Ufimsk Refinery,54.851211,56.104943,6.70,132.56,Ufa,2018-03-01,
5098,Perm Refinery,57.917727,56.112514,13.26,263.10,Perm,1958-01-01,
5099,Fujairah Refinery,25.192991,56.352671,4.00,80.00,Fujairah,1996-01-01,
5100,Sohar (Oman Refinery Co Llc),24.482752,56.621382,3.60,116.00,Sohar,2006-01-01,2017-08-31
5100,Sohar (Oman Refinery Co Llc),24.482752,56.621382,6.30,198.00,Sohar,2017-09-01,
5101,Mina Al Fahal Refinery,23.625587,58.513222,5.30,106.00,Mina Al Fahal,1982-01-01,
5102,Orsk Refinery,51.249223,58.517544,6.60,132.60,Orsk,1935-01-01,2017-12-31
5102,Orsk Refinery,51.249223,58.517544,6.10,120.00,Orsk,2018-01-01,
5103,Seidi Refinery,39.42449,62.846232,5.90,120.50,Seydi,1991-01-01,
5104,Baluchistan Refinery,25.299584,63.36711,1.80,35.00,Mouza Kund,2004-01-01,
5105,Esso Campana Refinery,-34.158069,-58.950995,4.50,90.00,Campana,1906-01-01,
5106,Antipinsky Oil Refinery,57.100042,65.754028,3.50,70.00,Tyumen,2006-01-01,2011-12-31
5106,Antipinsky Oil Refinery,57.100042,65.754028,4.25,84.35,Tyumen,2012-01-01,2013-12-31
5106,Antipinsky Oil Refinery,57.100042,65.754028,9.07,180.00,Tyumen,2014-01-01,
5107,Byco Refinery,24.91603,66.709466,3.00,60.00,Mouza Kund,1962-01-01,2017-12-31
5107,Byco Refinery,24.91603,66.709466,3.00,95.00,Mouza Kund,2018-01-01,
5108,Enar Petroleum Refining Facility,24.964623,67.025301,0.10,3.00,Karachi,1972-01-01,
5109,Korangi Refinery,24.802527,67.11758,2.70,50.00,Karachi,1977-01-01,2016-12-31
5109,Korangi Refinery,24.802527,67.11758,6.20,65.00,Karachi,2017-01-01,
5110,MCR (Mid-Country),24.846627,67.12622,6.00,70.00,"",1990-01-01,
5111,Shymkent Oil Refinery,42.261016,69.655714,7.00,145.00,Shymkent,1985-01-01,2018-07-31
5111,Shymkent Oil Refinery,42.261016,69.655714,8.00,160.00,Shymkent,2018-08-01,
5112,Essar Vadinar Refinery,22.396911,69.720711,15.00,300.00,Vadinar,2006-01-01,2011-12-31
5112,Essar Vadinar Refinery,22.396911,69.720711,20.00,405.00,Vadinar,2012-01-01,
5113,Jamnagar Refinery (Reliance),22.337317,69.85716,33.00,666.00,Jamnagar,1999-01-01,
5114,Parco Refinery,30.171279,70.932827,4.50,100.00,Mahmoodkot,2000-01-01,
5115,Mumbai Refinery (Hindustan),19.014865,72.903395,6.50,130.00,Mumbai,1954-01-01,2014-12-31
5115,Mumbai Refinery (Hindustan),19.014865,72.903395,7.50,151.00,Mumbai,2015-01-01,
5116,Centro De Refinacion De Paraguana (Amuay Refinery),11.739985,-70.19296,32.50,645.00,Amuay-Punto Fijo,1949-01-01,
5117,Gazprom Refinery Surgut,61.28376,72.99746,4.40,88.00,Tyumen,1900-01-01,2019-12-31
5117,Gazprom Refinery Surgut,61.28376,72.99746,5.00,100.00,Tyumen,2020-01-01,
5118,Attock Refinery (Rawalpindi),33.553446,73.073258,2.30,46.00,Morgah,1922-01-01,2016-12-31
5118,Attock Refinery (Rawalpindi),33.553446,73.073258,2.50,51.20,Morgah,2017-01-01,
5119,Gujarat- Koyali Refinery,22.37373,73.120043,13.70,277.00,Vadodara,1965-01-01,
5120,Omsk Refinery,55.067298,73.227134,19.80,392.00,Omsk,1955-01-01,2010-12-31
5120,Omsk Refinery,55.067298,73.227134,21.80,429.80,Omsk,2011-01-01,2013-12-31
5120,Omsk Refinery,55.067298,73.227134,22.00,433.16,Omsk,2014-01-01,2016-08-31
5120,Omsk Refinery,55.067298,73.227134,22.80,446.50,Omsk,2016-09-01,
5121,Refineria Camilo Cienfuegos,22.189562,-80.518098,3.20,65.00,Cienfuegos,1990-01-01,
5122,Mangalore Refinery,12.976216,74.845743,12.00,237.40,Mangalore,1996-01-01,2011-12-31
5122,Mangalore Refinery,12.976216,74.845743,15.00,303.00,Mangalore,2012-01-01,2019-05-31
5122,Mangalore Refinery,12.976216,74.845743,18.00,361.50,Mangalore,2019-06-01,
5123,Guru Gobind Singh Oil Refinery,29.922367,74.955337,9.00,182.00,Bathinda,2012-03-01,2017-06-30
5123,Guru Gobind Singh Oil Refinery,29.922367,74.955337,11.50,232.00,Bathinda,2017-07-01,
5124,Nizhnevartovsk Refinery,60.982003,76.43619,1.50,30.10,Nizhnevartovsk,1998-01-01,
5125,Panipat Refinery,29.472874,76.882367,12.00,240.00,Panipat,1998-01-01,2010-05-31
5125,Panipat Refinery,29.472874,76.882367,15.00,303.00,Panipat,2010-06-01,
5126,Pavlodar Refinery,52.366574,76.918537,6.00,120.00,Pavlodar,1978-01-01,2014-12-31
5126,Pavlodar Refinery,52.366574,76.918537,6.10,162.00,Pavlodar,2015-01-01,
5127,Mathura Refinery,27.381837,77.68355,8.00,162.00,Mathura,1982-01-01,
5128,Bina Oil Refinery,24.251092,78.158074,6.00,121.00,Bina,2011-05-01,2017-12-31
5128,Bina Oil Refinery,24.251092,78.158074,7.70,156.00,Bina,2018-01-01,
5129,Nagarjuna Oil Cuddalore Refinery,11.60001,79.749601,,,,,
5130,Cauvery Basin Refinery (Nagapattnam Refinery),10.829149,79.810914,1.50,30.00,Cauvery Basin,1993-01-01,
5131,Sapugaskanda Refinery,6.965605,79.958221,2.50,50.00,Sapugaskanda,1969-01-01,
5132,Kochi Refinery,9.971111,76.379517,9.50,190.00,Kochi,1966-01-01,2017-04-30
5132,Kochi Refinery,9.971111,76.379517,15.50,313.00,Kochi,2017-05-01,
5134,Madras Refinery,13.158909,80.280151,10.50,212.00,Manali,1969-01-01,2019-04-30
5134,Madras Refinery,13.158909,80.280151,12.00,242.00,Manali,2019-05-01,
5135,Puerto Limon Refinery,9.991927,-83.092721,1.30,25.00,Puerto Limon,1967-01-01,2011-08-31
5136,Tatipaka Refinery,16.500166,81.896392,0.10,2.00,Tatipaka,2001-01-01,
5137,Visakhapatnam (Visakh) Refinery,17.694964,83.237727,8.30,168.00,Visakh,1957-01-01,
5138,Dushanzi Refinery,44.326026,84.845707,10.00,202.40,Dushanzi,1942-01-01,
5139,Karamay Refinery,45.570988,84.99037,6.00,120.00,Karamay,1959-01-01,
5140,Komsomolsk Refinery,56.624598,85.009932,8.00,160.70,Komsomolsk-on-Amur,1942-01-01,2016-12-31
5140,Komsomolsk Refinery,56.624598,85.009932,8.25,166.70,Komsomolsk-on-Amur,2017-01-01,
5141,Chernigov Refinery,55.3725,86.037613,0.10,2.00,,2007-01-01,2012-12-31
5141,Chernigov Refinery,55.3725,86.037613,0.23,5.00,,2013-01-01,
5142,Barauni Refinery,25.434487,86.060263,6.00,121.00,Barauni,1964-01-01,
5143,Paradip Refinery,20.249093,86.595321,15.00,303.00,Paradip,2015-11-01,
5144,Urumqi Refinery,43.863043,87.361505,6.00,121.50,Urumqi,1975-01-01,2018-12-31
5144,Urumqi Refinery,43.863043,87.361505,9.50,190.00,Urumqi,2019-01-01,
5145,Haldia Refinery,22.04565,88.105006,7.50,151.00,Haldia,1975-01-01,2016-12-31
5145,Haldia Refinery,22.04565,88.105006,8.00,161.00,Haldia,2017-01-01,
5146,Achinsk Oil Refinery,56.227212,90.410294,7.06,140.00,Achinsk,1982-01-01,2012-12-31
5146,Achinsk Oil Refinery,56.227212,90.410294,7.56,150.60,Achinsk,2013-01-01,2019-12-31
5146,Achinsk Oil Refinery,56.227212,90.410294,9.00,180.00,Achinsk,2020-01-01,
5147,Bongaigaon Refinery,26.518449,90.530271,2.35,47.40,Bongaigaon,1979-01-01,2018-12-31
