GeoAssetID,GeoAssetName,Latitude,Longitude,CapacityMillionTonnesPerAnnum,CapacityKiloBarrelsPerDay,City,FromDate,ToDate
4786,Orito Oil Refinery,0.675861,-76.877695,,,"",1900-01-01,
4787,Kinsgton Refinery,17.97535,-76.81504,1.80,36.00,Kingston,1964-01-01,
4788,Amazonas Shushufindi Refinery,-0.200841,-76.656369,1.00,20.00,Shushufindi,1987-01-01,
4789,Yorktown Oil Refinery,37.21167,-76.44909,3.50,66.00,Yorktown,1956-01-01,2011-11-30
4790,Delaware Refinery (Pbf Energy),39.58773,-75.6307,9.50,190.00,Delaware City,1957-01-01,2016-12-31
4790,Delaware Refinery (Pbf Energy),39.58773,-75.6307,11.00,200.00,Delaware City,2017-01-01,
4791,Marcus Hook Refinery,39.81315,-75.42213,7.85,178.00,Marcus Hook,1902-01-01,2011-11-30
4792,Trainer Refinery,39.819395,-75.403293,9.40,185.00,Trainer,1925-01-01,2015-12-31
4792,Trainer Refinery,39.819395,-75.403293,10.00,200.00,Trainer,2016-01-01,
4793,Paulsboro Refinery (Pbf),39.843445,-75.264238,9.00,180.00,Paulsboro,1917-01-01,2012-12-31
4793,Paulsboro Refinery (Pbf),39.843445,-75.264238,8.00,160.00,Paulsboro,2013-01-01,
4794,Paulsboro Refinery (Nustar),39.8464,-75.22566,3.70,74.00,Paulsboro,1978-01-01,2016-12-31
4795,Minatitlan(Refineria General Lazaro Cardenas Del Rio),17.979421,-94.530787,14.10,285.00,Minatitlan,1956-01-01,
4796,Philadelphia Refinery (Pes),39.90638,-75.20442,17.30,335.00,Philadelphia,1870-01-01,
4797,Philadelphia Eagle Point Refinery,39.87019,-75.14996,7.25,145.00,Eagle Point,1900-01-01,2010-01-31
4798,Refinery Of Pucallpa,-8.392282,-74.532935,0.22,3.50,Pucallpa,1966-01-01,
4799,New York Perth Amboy Refinery Terminal,40.53952,-74.25923,4.00,80.00,Perth Amboy,1920-01-01,2012-06-30
4800,Bayway Refinery,40.629687,-74.222843,11.90,241.00,Linden,1909-01-01,2017-12-31
4800,Bayway Refinery,40.629687,-74.222843,12.90,260.00,Linden,2018-01-01,
4801,Barrancabaermeja Santander Refinery,7.069727,-73.881795,13.00,250.00,Santander,1961-01-01,
4802,Montreal Refinery,45.6434,-73.5245,6.80,142.00,Montreal,1955-01-01,
4803,Apiay Oil Refinery,4.077867,-73.377312,0.10,2.20,Apiay,1981-01-01,
4804,Refineria Iquitos-Loreto,-3.632826,-73.206207,0.56,10.00,Iquito,1982-01-01,2012-12-31
4804,Refineria Iquitos-Loreto,-3.632826,-73.206207,0.60,12.00,Iquito,2013-01-01,
4805,Biobio Refinery,-36.780903,-73.12042,0.90,112.00,Concepcion,1966-01-01,
4806,Tibu Refinery (Ecopetrol),8.670145,-72.715373,0.10,1.80,N. de Santander,1900-01-01,
4807,Centro De Refinacion De Paraguana (Bajo Grande Refinery),10.509123,-71.640389,1.30,16.00,Bajo Grande,1956-01-01,2015-10-31
4809,Aconcagua Concon Refinery,-32.927639,-71.499591,5.39,107.00,Concon,1955-01-01,
4810,Jean Gaulin Refinery (Or Quebec City Refinery),46.758084,-71.199661,11.60,240.00,Levis,1971-01-01,
4811,Cartagena Refinery,10.31363,-75.49818,4.00,80.00,Cartagena,1957-01-01,2016-05-31
4811,Cartagena Refinery,10.31363,-75.49818,10.50,165.00,Cartagena,2016-06-01,
4812,Gregorio Refinery,-52.938396,-70.809731,0.55,11.00,Punta Arenas,1980-01-01,2011-12-31
4812,Gregorio Refinery,-52.938396,-70.809731,0.70,15.00,Punta Arenas,2012-01-01,2014-12-31
4812,Gregorio Refinery,-52.938396,-70.809731,1.25,25.00,Punta Arenas,2015-01-01,
4813,Citgo Aruba Refinery,12.43088,-69.90438,11.60,235.00,San Nicolas,1929-01-01,2012-04-30
4814,Plaza Huincul Refinery,-38.92811,-69.18197,1.20,25.00,Neuquen,1919-01-01,
4815,Lujan De Cuyo Refinery,-33.065248,-68.97367,5.20,105.00,Mendoza,1943-01-01,
4816,Gualberto Villarroel Cochabamba Refinery,-17.452744,-66.123342,1.40,27.70,Cochabamba,1948-01-01,2014-11-30
4816,Gualberto Villarroel Cochabamba Refinery,-17.452744,-66.123342,2.25,45.00,Cochabamba,2014-12-01,
4817,Saint John Refinery,45.284336,-66.006189,14.80,300.00,Saint John,1960-01-01,
4819,Carlos Montenegro Sucre Refinery,-19.007142,-65.239039,0.20,3.00,Santa Cruz de la Sierra,1900-01-01,
4820,Petrocedeno,10.068221,-64.885893,,,Orinoco belt,2002-01-01,
4821,Puerto La Cruz Refinery,10.213254,-64.617862,9.50,187.00,Puerto de la Cruz,1950-01-01,2016-02-29
4821,Puerto La Cruz Refinery,10.213254,-64.617862,9.50,192.00,Puerto de la Cruz,2016-03-01,
4822,Jose Antonio Anzotegui Complex,10.07154,-64.87367,,,Barcelona,2001-01-01,
4823,Hovensa Refinery (St.Croix),17.71165,-64.75277,24.70,650.00,St. Croix,1900-01-01,2011-02-28
4823,Hovensa Refinery (St.Croix),17.71165,-64.75277,13.30,350.00,St. Croix,2011-03-01,2012-02-29
4823,Hovensa Refinery (St.Croix),17.71165,-64.75277,10.00,220.00,St. Croix,2020-01-01,
4824,Campo Duran Refinor Refinery,-22.206498,-63.661973,1.31,26.10,Campo Duran,1992-01-01,
4825,Dartmouth Refinery,44.643653,-63.532391,4.00,85.00,Dartmouth,1918-01-01,2013-12-31
4826,Guillermo Elder Bell Santa Cruz Refinery,-17.876017,-63.203058,1.25,25.00,Santa Cruz de la Sierra,1979-01-01,2012-12-31
4826,Guillermo Elder Bell Santa Cruz Refinery,-17.876017,-63.203058,1.50,35.00,Santa Cruz de la Sierra,2013-01-01,
4827,Cangrejales Floating Refinery,-38.781,-62.3031,,,,,
4828,Bahia Blanca Refinery,-38.74643,-62.299279,1.60,31.00,Bahia Blanca,1900-01-01,
4829,Duperial Refinery,-32.76692,-60.72757,,,,,
4830,Reman (Isaac Sabbá) Refinery,-3.14064,-59.95424,2.30,46.00,Manaus,1957-01-01,
4831,Muelle Sol Petroleo,-34.15398,-58.93735,,,,,
4832,Villa Elisa refinery,-25.387634,-57.605965,0.38,7.50,Villa Elisa,1966-01-01,
4833,La Teja Montevideo Refinery,-34.873817,-56.226998,2.50,50.00,Montevideo,1937-01-01,
4834,Staatsolie Refinery,5.763755,-55.148601,0.51,11.00,Tout Lui Faut,1997-01-01,2015-11-30
4834,Staatsolie Refinery,5.763755,-55.148601,0.70,15.00,Tout Lui Faut,2015-12-01,
4835,Come By Chance Refinery (Or North Atlantic Refinery),47.798402,-53.99624,5.70,130.00,Come By Chance,1973-01-01,2016-06-30
4835,Come By Chance Refinery (Or North Atlantic Refinery),47.798402,-53.99624,6.40,145.00,Come By Chance,2016-07-01,2021-01-01
4836,Ipiranga Refinery,-32.070263,-52.090223,0.80,17.00,Pelotas,1937-01-01,
4837,Alberto Pasqualini Refap Refinery,-29.872596,-51.167106,9.40,190.00,Canoas,1968-01-01,2010-12-31
4837,Alberto Pasqualini Refap Refinery,-29.872596,-51.167106,9.60,195.00,Canoas,2011-01-01,2012-12-31
4837,Alberto Pasqualini Refap Refinery,-29.872596,-51.167106,10.30,208.00,Canoas,2013-01-01,
4838,Refineria De Petroleo Hermanos Diaz,20.003516,-75.869716,1.40,22.00,Santiago,1990-01-01,2018-04-30
4838,Refineria De Petroleo Hermanos Diaz,20.003516,-75.869716,1.50,30.00,Santiago,2018-05-01,
4839,Presidente Getulio Vargas Refinery (Repar),-25.568196,-49.366563,11.20,189.00,Araucaria,1977-01-01,2010-12-31
4839,Presidente Getulio Vargas Refinery (Repar),-25.568196,-49.366563,11.70,195.00,Araucaria,2011-01-01,2012-12-31
4839,Presidente Getulio Vargas Refinery (Repar),-25.568196,-49.366563,12.20,208.00,Araucaria,2013-01-01,
4840,Paulinia Refinery (Replan),-22.731265,-47.136012,20.00,396.00,Paulinia,1972-01-01,2012-12-31
4840,Paulinia Refinery (Replan),-22.731265,-47.136012,20.90,415.00,Paulinia,2013-01-01,
4841,Capuava Recap Refinery,-23.639542,-46.484333,3.10,63.00,Maua,1954-01-01,
4842,Presidente Bernardes Refinery (RPBC),-23.86833,-46.430634,8.70,178.00,Cubatao,1955-01-01,
4843,Henrique Lage Refinery,-23.194091,-45.828131,12.40,252.00,Sao Jose dos Campos,1980-01-01,
4844,Gabriel Passos Refinery (Regap),-19.97201,-44.096352,8.20,166.00,Betim,1968-01-01,
4845,Duque De Caxias Refinery (Reduc),-22.721437,-43.264278,12.00,242.00,Duque de Caxias,1961-01-01,2010-12-31
4845,Duque De Caxias Refinery (Reduc),-22.721437,-43.264278,11.90,239.00,Duque de Caxias,2011-01-01,
4846,Manguinhos Refinery,-22.886273,-43.236532,0.70,15.00,Rio de Janeiro,1954-01-01,
4847,Landulpho Alves Refinery (Rlam),-12.712121,-38.571142,14.10,280.00,Sao Francisco do Conde,1950-01-01,2012-12-31
4847,Landulpho Alves Refinery (Rlam),-12.712121,-38.571142,15.15,306.00,Sao Francisco do Conde,2013-01-01,2013-12-31
4847,Landulpho Alves Refinery (Rlam),-12.712121,-38.571142,15.65,315.00,Sao Francisco do Conde,2014-01-01,2019-02-28
4847,Landulpho Alves Refinery (Rlam),-12.712121,-38.571142,16.60,333.00,Sao Francisco do Conde,2019-03-01,
4848,Petrobras Lubnor,-3.71817,-38.46989,0.50,9.00,Fortaleza,1966-01-01,
4849,Abreu E Lima Refinery (Rnest),-8.405168,-34.966792,11.30,230.00,Ipojuca,2014-12-01,
4850,Mbao Oil Refinery,14.741061,-17.348166,1.30,28.00,Dakar,1963-01-01,
4851,Somir Refinery,20.83088,-17.04632,,,,,
4852,Tenerife Refinery,28.453987,-16.264687,4.50,90.00,Tenerife,1930-01-01,2013-12-31
4852,Tenerife Refinery,28.453987,-16.264687,0.00,0.00,Tenerife,2014-01-01,
4853,Freetown Refinery,8.48078,-13.18686,,,,,
4854,Sines Refinery,37.960489,-8.811123,10.90,220.00,Sines,1978-01-01,
4855,Matosinhos Refinery,41.209031,-8.707003,5.40,110.00,Porto,1969-01-01,
4857,La Coruna Refinery,43.355531,-8.449347,5.90,120.00,La Coruna,1964-01-01,
4859,Whitegate Refinery,51.820466,-8.248062,3.60,71.00,Cork,1959-01-01,2014-12-31
4859,Whitegate Refinery,51.820466,-8.248062,3.70,75.00,Cork,2015-01-01,
4860,San Cibrao Alumina Refinery,43.70064,-7.46534,,,,,
4861,Samir Mohammedia Refinery,33.682209,-7.43015,10.00,200.00,Mohammedia,1959-01-01,2015-07-31
4861,Samir Mohammedia Refinery,33.682209,-7.43015,0.00,0.00,Mohammedia,2015-08-01,
4862,Huelva Refinery (La Rabida),37.188713,-6.90604,8.00,150.00,Huelva,1967-01-01,
4863,La Rabida Refinery,37.185806,-6.900084,7.56,150.45,"Palos de
  la Frontera",1967-01-01,2010-12-31
4863,La Rabida Refinery,37.185806,-6.900084,9.63,191.00,"Palos de
  la Frontera",2011-01-01,2017-02-28
4863,La Rabida Refinery,37.185806,-6.900084,10.13,200.86,"Palos de
  la Frontera",2017-03-01,
4864,Cepsa Refinery (Algeciras),36.183724,-5.397904,12.00,240.00,Gibraltar San Roque,1969-01-01,
4865,Pembroke Refinery,51.686202,-5.028326,12.50,220.00,Pembroke,1964-01-01,2014-12-31
4865,Pembroke Refinery,51.686202,-5.028326,12.00,210.00,Pembroke,2015-01-01,
4866,Puertollano Refinery,38.674692,-4.051788,7.50,150.00,Puertollano,1965-01-01,
4867,Abidjan Refinery,5.261767,-3.993252,4.10,84.00,Abidjan,1965-01-01,2020-04-30
4867,Abidjan Refinery,5.261767,-3.993252,4.20,93.00,Abidjan,2020-05-01,
4868,Grangemouth Refinery,56.018632,-3.683518,11.50,210.00,Grangemouth,1924-01-01,2020-12-31
4868,Grangemouth Refinery,56.018632,-3.683518,7.50,150.00,Grangemouth,2021-01-01,
4869,Bilbao (Muskiz) Refinery,43.327961,-3.112114,11.00,220.00,Muskiz,1970-01-01,2012-12-31
4869,Bilbao (Muskiz) Refinery,43.327961,-3.112114,11.00,220.00,Muskiz,2013-01-01,
4870,Nynas Dundee Refinery,56.464503,-2.952229,1.00,9.00,Dundee,1931-01-01,2013-12-31
4871,Stanlow Refinery (Essar Oil Ltd),53.268185,-2.847855,13.00,296.00,Stanlow,1924-01-01,2014-09-30
4871,Stanlow Refinery (Essar Oil Ltd),53.268185,-2.847855,9.50,195.00,Stanlow,2014-10-01,2018-02-28
4871,Stanlow Refinery (Essar Oil Ltd),53.268185,-2.847855,9.00,180.77,Stanlow,2018-03-01,
4872,Donges Refinery,47.314404,-2.063529,11.60,230.00,Donges,1935-01-01,2011-12-31
4872,Donges Refinery,47.314404,-2.063529,10.95,219.00,Donges,2012-01-01,
4873,Fawley Refinery,50.828349,-1.366523,19.00,330.00,Fawley,1921-01-01,2011-12-31
4873,Fawley Refinery,50.828349,-1.366523,17.00,262.00,Fawley,2012-01-01,
4874,Repsol Ypf Cartagena Refinery,37.575706,-0.933973,5.50,110.00,Murcia,1950-01-01,2012-12-31
4874,Repsol Ypf Cartagena Refinery,37.575706,-0.933973,10.90,220.00,Murcia,2013-01-01,
4875,Arzew Refinery (RA1.Z),35.814577,-0.261575,2.58,65.00,Arzew,1973-01-01,2012-12-31
4875,Arzew Refinery (RA1.Z),35.814577,-0.261575,3.80,80.00,Arzew,2013-01-01,2018-01-31
4875,Arzew Refinery (RA1.Z),35.814577,-0.261575,4.03,85.00,Arzew,2018-02-01,
4876,Lindsey Oil Refinery,53.644495,-0.250437,9.80,220.00,Lindsey,1968-01-01,2011-12-31
4876,Lindsey Oil Refinery,53.644495,-0.250437,9.30,207.00,Lindsey,2012-01-01,2015-12-31
4876,Lindsey Oil Refinery,53.644495,-0.250437,4.50,109.00,Lindsey,2016-01-01,
4877,Humber Refinery,53.629551,-0.243988,13.00,221.00,Humber,1969-01-01,
4878,Castellon Refinery,39.94792,-0.003107,6.00,110.00,Castellon,1967-01-01,
4879,Mont Belvieu Gas Processing Plants,29.83988,-94.900319,,,,,
4880,Tema Oil Refinery,5.668132,0.005641,2.20,45.00,Tema,1963-01-01,2016-12-31
4880,Tema Oil Refinery,5.668132,0.005641,3.20,65.00,Tema,2017-01-01,2018-12-31
4880,Tema Oil Refinery,5.668132,0.005641,2.20,45.00,Tema,2019-01-01,
4881,Gonfreville L'orcher Refinery (Or Normandy Refinery),49.487039,0.235331,10.00,199.00,Gonfreville l’Orcher,1933-01-01,2011-12-31
4881,Gonfreville L'orcher Refinery (Or Normandy Refinery),49.487039,0.235331,12.35,247.00,Gonfreville l’Orcher,2012-01-01,2012-12-31
4881,Gonfreville L'orcher Refinery (Or Normandy Refinery),49.487039,0.235331,12.35,247.00,Gonfreville l’Orcher,2013-01-01,2016-05-31
4881,Gonfreville L'orcher Refinery (Or Normandy Refinery),49.487039,0.235331,12.65,253.00,Gonfreville l’Orcher,2016-06-01,
4882,Port-Jerome-Gravenchon Refinery,49.47036,0.546726,11.70,235.00,Port Jerome,1933-01-01,2014-12-31
4882,Port-Jerome-Gravenchon Refinery,49.47036,0.546726,12.05,239.00,Port Jerome,2015-01-01,
4883,Repsol Ypf Tarragona Refinery,41.172299,1.218347,9.10,180.00,Tarragona,1975-01-01,2010-12-31
4883,Repsol Ypf Tarragona Refinery,41.172299,1.218347,9.00,172.00,Tarragona,2011-01-01,
4884,Flandres Refinery,51.0322,2.2636,,,,1974-01-01,2008-12-31
4885,Dunkirk Refinery,51.042248,2.329466,0.30,6.60,Dunkirk,1900-01-01,2015-12-31
4886,Grandpuits Refinery,48.588912,2.939331,5.00,101.00,Grandpuits,1965-01-01,
4887,Alger Refinery  (RA1.G),36.673933,3.122195,2.73,54.20,Alger,1964-01-01,2015-12-31
4887,Alger Refinery  (RA1.G),36.673933,3.122195,6.50,80.00,Alger,2016-01-01,
4888,El Harrach Refinery,36.737046,3.126075,,,,,
4889,Zeeland Refinery,51.444982,3.728222,7.40,149.00,Vlissingen,1974-01-01,
4890,Bp Rotterdam Refinery,51.949327,4.103656,18.80,377.00,Rotterdam,1967-01-01,
4891,(Europoort) Rozenburg Refinery,51.934923,4.173878,4.40,90.40,Rotterdam,1983-01-01,2012-12-31
4891,(Europoort) Rozenburg Refinery,51.934923,4.173878,4.00,80.00,Rotterdam,2013-01-01,2014-12-31
4891,(Europoort) Rozenburg Refinery,51.934923,4.173878,4.40,88.00,Rotterdam,2015-01-01,2020-12-31
4892,VPR Energy BV Refinery,51.9124,4.21721,4.20,80.00,Rotterdam,1993-01-01,
4893,Antwerp Refinery (Gunvor),51.33144,4.285876,5.30,107.50,Scheldelaan,1968-01-01,2020-05-31
4894,Independent Belgian Refinery Ibr - Gunvor,51.312804,4.295824,,,,,
4895,Rotterdam Refinery (Esso),51.876143,4.300659,9.40,192.00,Rotterdam,1960-01-01,
4896,Antwerp Refinery (Total),51.268252,4.320556,17.30,350.00,Antwerp,1951-01-01,2011-12-31
4896,Antwerp Refinery (Total),51.268252,4.320556,16.70,338.00,Antwerp,2012-01-01,
4897,Antwerp Refinery (Exxon),51.256108,4.33666,14.00,307.00,Antwerp,1953-01-01,
4898,Shell Pernis Refinery,51.882923,4.363359,19.70,404.00,Rotterdam,1902-01-01,
4899,Feyzin Refinery,45.675093,4.841341,5.90,117.00,Feyzin,1964-01-01,2011-12-31
4899,Feyzin Refinery,45.675093,4.841341,5.50,109.00,Feyzin,2012-01-01,
4900,Fos-sur-Mer Refinery,43.444798,4.923934,6.00,119.00,Fos sur Mer,1965-01-01,2010-12-31
4900,Fos-sur-Mer Refinery,43.444798,4.923934,6.70,133.00,Fos sur Mer,2011-01-01,
4901,Lavera Marseilles Refinery,43.38662,5.005543,10.50,210.00,Lavera,1933-01-01,
4902,Salina Cruz Refinery,16.212564,-95.17321,16.30,330.00,Salina Cruz,1979-01-01,
4903,La Mede Refinery (Provence),43.394096,5.096733,7.80,158.00,La Mede,1935-01-01,2015-12-31
4904,Warri (WRPC),5.567117,5.716755,6.20,125.00,Warri    ,1978-01-01,
4905,Hassi Messaoud Refinery (RHM),31.791813,6.056501,1.25,30.00,Hassi,1962-01-01,
4906,Collombey Refinery,46.285933,6.952313,2.50,50.20,Collombey,1962-01-01,2010-12-31
4906,Collombey Refinery,46.285933,6.952313,3.63,72.00,Collombey,2011-01-01,2015-04-30
4907,Skikda Refinery (RA1.K),36.871512,6.974083,15.00,323.00,Skikda,1900-01-01,2013-05-31
4907,Skikda Refinery (RA1.K),36.871512,6.974083,16.50,360.00,Skikda,2013-06-01,
4908,Godorf - Rheinland Refinery,50.85928,6.9825,9.30,189.00,Cologne,1960-01-01,2002-12-31
4908,Godorf - Rheinland Refinery,50.85928,6.9825,16.50,327.00,Cologne,2002-01-01,
4909,Cressier Refinery,47.039378,7.03645,3.40,68.00,Cressier,1966-01-01,
4910,La Plata Refinery,-34.882779,-57.910391,9.30,189.00,Buenos Aires,1925-01-01,
4911,Raffinerie Gelsenkirchen,51.534978,7.048833,12.80,265.00,Gelsenkirchen,1935-01-01,
4912,Port Harcourt (Phrc) Refinery,4.758884,7.106259,10.40,210.00,Port Hartcourt,1965-01-01,
4913,Emsland Lingen Refinery,52.559558,7.306951,4.70,95.00,Lingen,1953-01-01,
4914,Kaduna (KRPC) Refinery,10.413687,7.490631,5.40,110.00,Kaduna,1980-01-01,2019-12-31
4914,Kaduna (KRPC) Refinery,10.413687,7.490631,5.40,115.00,Kaduna,2020-01-01,
4915,Miro Karlsruhe Refinery,49.056044,8.327879,15.40,310.00,Karlsruhe,1962-01-01,2016-12-31
4915,Miro Karlsruhe Refinery,49.056044,8.327879,14.20,287.00,Karlsruhe,2017-01-01,2019-03-31
4915,Miro Karlsruhe Refinery,49.056044,8.327879,16.00,318.50,Karlsruhe,2019-04-01,
4916,Sogara Refinery,-0.681298,8.77591,1.10,24.00,Port Gentil,1967-01-01,
4917,Soraz Refinery,14.186696,8.78421,1.00,20.00,Zinder,2011-01-01,
4918,Sarpom Trecate Novara Refinery,45.439883,8.784857,8.77,174.00,Trecate,1952-01-01,2011-12-31
4918,Sarpom Trecate Novara Refinery,45.439883,8.784857,6.40,127.00,Trecate,2012-01-01,2014-12-31
4918,Sarpom Trecate Novara Refinery,45.439883,8.784857,6.55,132.00,Trecate,2015-01-01,
4919,Sannazzaro Refinery,45.099833,8.877948,11.10,223.00,Sannazzaro,1963-01-01,2011-12-31
4919,Sannazzaro Refinery,45.099833,8.877948,11.10,223.00,Sannazzaro,2012-01-01,2013-12-31
4919,Sannazzaro Refinery,45.099833,8.877948,10.00,200.00,Sannazzaro,2014-01-01,2019-12-31
4919,Sannazzaro Refinery,45.099833,8.877948,11.10,247.00,Sannazzaro,2020-01-01,
4920,Iplom Busalla Refinery,44.574413,8.947999,1.89,38.00,Busalla,1943-01-01,
4921,Sarroch Refinery,39.087725,9.015483,15.60,316.00,Sarroch,1965-01-01,
4922,Heide Refinery,54.159563,9.070304,4.30,90.00,Heide,1940-01-01,2014-12-31
4922,Heide Refinery,54.159563,9.070304,4.15,84.36,Heide,2015-01-01,
4923,Sonara Limbe Refinery,4.011893,9.126632,2.10,43.00,Limbe,1981-01-01,2016-06-30
4923,Sonara Limbe Refinery,4.011893,9.126632,3.60,70.30,Limbe,2016-07-01,
4924,Total - Brunsbuttel Oil Refinery,53.911859,9.189004,,,,,
4925,Fredericia Refinery,55.593903,9.745913,3.40,64.00,Fredericia,1966-01-01,2014-12-31
4925,Fredericia Refinery,55.593903,9.745913,3.52,67.00,Fredericia,2015-01-01,
4926,Bizerte Refinery (Stir),37.254769,9.888837,2.00,40.00,Bizerte,1962-01-01,
4927,Hamburg Holburn Refinery,53.480317,9.947077,5.20,105.00,Hamburg,1972-01-01,
4928,Hamburg Refinery,53.512787,9.959474,,,,,
4929,Harburg Refinery,53.487719,9.967468,5.50,108.00,Hamburg,1929-01-01,2012-12-31
4929,Harburg Refinery,53.487719,9.967468,2.92,58.00,Hamburg,2013-01-01,
4930,Eni Livorno Oil Refinery,43.582519,10.337304,5.20,106.00,Livorno,1936-01-01,
4931,Slagen Refinery,59.320533,10.512258,6.00,120.00,Slagen,1961-01-01,
4932,Kalundborg Refinery,55.653879,11.101099,5.50,110.00,Kalundborg,1960-01-01,
4933,Preemraff Lysekil Refinery,58.348628,11.428247,11.00,220.00,Brofjorden Lysekil,1975-01-01,
4934,Centro De Refinacion De Paraguana (Cardon Refinery),11.629422,-70.223246,15.30,310.00,Cardon,1949-01-01,
4935,Gunvor Refinery Ingolstadt,48.749927,11.481968,5.40,110.00,Kösching,1963-01-01,
4937,Preemraff Goeteborg Refinery,57.71128,11.829137,6.20,125.00,Gothenburg,1967-01-01,
4938,Pointe Noire Refinery,-4.78921,11.83433,1.00,21.00,Pointe Noire,1974-01-01,
4939,Nynas Gothenburg Refinery,57.6565725162907,11.8542085451128,,,,,
4940,Gothenburg Refinery (St1 Energy),57.70279,11.884639,4.00,78.00,Gothenburg,1953-01-01,2013-12-31
4940,Gothenburg Refinery (St1 Energy),57.70279,11.884639,4.15,82.70,Gothenburg,2014-01-01,
4941,Leuna Refinery,51.288645,11.994062,,,,,
4942,Leuna (Mitteldeutschland Spergau) Refinery,51.293489,11.999497,11.50,230.00,Spergau,1997-01-01,2011-12-31
4942,Leuna (Mitteldeutschland Spergau) Refinery,51.293489,11.999497,11.40,227.00,Spergau,2012-01-01,
4943,Alma Petroli Ravenna Terminal,44.47921,12.259,0.50,10.00,Ravenna,1960-10-01,
4944,Porto Marghera Venice Refinery,45.462037,12.266758,5.30,107.00,Porto Marghera,1950-01-01,2012-12-31
4945,Rome Refinery,41.856064,12.323779,4.30,86.00,Rome,1965-01-01,2012-08-31
4946,Zawia Refinery,32.782693,12.699099,5.90,120.00,Zawiya             ,1974-01-01,
4947,Burghausen Refinery,48.193468,12.838943,3.60,72.30,Burghausen,1967-01-01,2014-12-31
4947,Burghausen Refinery,48.193468,12.838943,3.72,76.30,Burghausen,2015-01-01,
4948,Luanda Refinery,-8.779973,13.29836,2.20,46.00,Luanda,1958-01-01,2010-12-31
4948,Luanda Refinery,-8.779973,13.29836,3.10,57.00,Luanda,2011-01-01,2014-12-31
4948,Luanda Refinery,-8.779973,13.29836,3.50,70.00,Luanda,2015-01-01,2015-12-31
4948,Luanda Refinery,-8.779973,13.29836,3.70,75.00,Luanda,2016-01-01,
4949,Falconara Marittima Ancona Refinery,43.638603,13.379696,3.95,78.30,Falconara,1950-01-01,
4950,Lobito Refinery - Sonangol,-12.350122,13.573983,,,,,
4951,Litvinov Refinery,50.565836,13.601403,5.50,110.00,Zaluzi,1967-01-01,
4952,Schwedt Refinery,53.094373,14.2324,11.00,220.00,Schwedt,1964-01-01,2016-01-31
4952,Schwedt Refinery,53.094373,14.2324,11.70,232.90,Schwedt,2016-02-01,
4953,Gela Refinery,37.053492,14.287538,6.45,129.00,Gela,1960-01-01,2014-10-31
4954,Kralupy Refinery,50.260939,14.325255,3.33,66.30,"Kralupy
  nad Vltavou",1975-01-01,2010-12-31
4954,Kralupy Refinery,50.260939,14.325255,3.10,60.25,"Kralupy
  nad Vltavou",2011-01-01,2015-12-31
4954,Kralupy Refinery,50.260939,14.325255,3.60,68.20,"Kralupy
  nad Vltavou",2016-01-01,
4955,Rijeka Oil Refinery,45.281223,14.542426,4.50,91.00,Rijeka,1883-01-01,
4956,Esso Augusta Refinery,37.213711,15.178795,9.50,198.00,Augusta,1950-01-01,
4957,Impianti Sud Oil Refinery,37.182153,15.185595,,,,1975-01-01,2004-12-31
4958,Impianti Nord Oil Refinery,37.166521,15.196213,,,,1960-01-01,2004-12-31
4959,Priolo Gargallo Isab Refinery,37.156033,15.201463,16.00,325.00,Priolo,2006-01-01,2019-12-31
4959,Priolo Gargallo Isab Refinery,37.156033,15.201463,16.00,300.00,Priolo,2020-01-01,2020-10-31
4959,Priolo Gargallo Isab Refinery,37.156033,15.201463,16.00,325.00,Priolo,2020-11-01,
4960,Melilli ISAB Refinery,37.12234,15.21546,16.20,321.40,Sicily,2009-10-01,
4961,Raffineria Di Milazzo,38.204684,15.277431,12.40,248.00,Milazzo,1961-01-01,
4962,Pardubice Paramo Refinery,50.026752,15.744117,0.70,16.00,Pardubice,1962-01-01,2012-04-30
4963,Sisak Oil Refinery,45.451504,16.406728,2.20,44.00,Sisak,1923-01-01,2018-03-31
4963,Sisak Oil Refinery,45.451504,16.406728,2.20,44.00,Sisak,2018-04-01,
4964,Schwechat Refinery,48.144818,16.504681,9.45,193.00,Schwechat,1960-01-01,
4965,Slovnaft Bratislava Refinery,48.12278,17.181814,6.17,130.00,Bratislava,1957-01-01,
4966,Taranto Refinery,40.485765,17.194085,6.00,120.00,Taranto,1967-01-01,2012-12-31
4966,Taranto Refinery,40.485765,17.194085,6.00,120.00,Taranto,2013-01-01,2013-12-31
4966,Taranto Refinery,40.485765,17.194085,5.00,100.00,Taranto,2014-01-01,
4967,Nynashamn Refinery,58.921943,17.967631,4.50,90.00,Nynashamn,1928-01-01,
4968,Srpski Brod Oil Refinery,45.127744,17.984976,,,,,
4969,Caltex Capetown Refinery (Minerton CHEVREF),-33.843356,18.529718,5.00,100.00,Cape Town,1966-01-01,
4970,Ras Lanuf Refinery,30.486717,18.579,10.90,220.00,Ras Lanuf         ,1984-01-01,
4971,Gdansk Refinery,54.344463,18.741633,9.50,190.00,Gdansk,1975-01-01,2010-12-31
4971,Gdansk Refinery,54.344463,18.741633,10.00,201.00,Gdansk,2011-01-01,2011-12-31
4971,Gdansk Refinery,54.344463,18.741633,10.50,210.90,Gdansk,2012-01-01,
4972,Danube Duna Refinery,47.285118,18.892633,8.00,162.70,Szazhalombatta,1965-01-01,
4973,Dubova Oil Refinery,48.811683,19.4378,,,,,
