id,initial,match,type
5245,Cosmo Oil,cosmo oil,ownername
5245,Cosmo Oil,cosmooil,ownername
5256,Cosmo Oil,cosmo oil,ownername
5256,Cosmo Oil,cosmooil,ownername
5240,Cosmo Oil,cosmo oil,ownername
5240,Cosmo Oil,cosmooil,ownername
5247,Cosmo Oil,cosmo oil,ownername
5247,Cosmo Oil,cosmooil,ownername
15994,Cosmo Oil,cosmo oil,ownername
15994,Cosmo Oil,cosmooil,ownername
4755,Countrymark,countrymark,ownername
5204,CPC Corp Taiwan,cpc corp taiwan,ownername
5204,CPC Corp Taiwan,cpccorptaiwan,ownername
5204,CPC Corp Taiwan,cpccorp,ownername
5207,CPC Corp Taiwan,cpc corp taiwan,ownername
5207,CPC Corp Taiwan,cpccorptaiwan,ownername
5207,CPC Corp Taiwan,cpccorp,ownername
5208,CPC Corp Taiwan,cpc corp taiwan,ownername
5208,CPC Corp Taiwan,cpccorptaiwan,ownername
5208,CPC Corp Taiwan,cpccorp,ownername
5215,CPC Corp Taiwan,cpc corp taiwan,ownername
5215,CPC Corp Taiwan,cpccorptaiwan,ownername
5215,CPC Corp Taiwan,cpccorp,ownername
4732,Cross Oil,cross oil,ownername
4732,Cross Oil,crossoil,ownername
4769,Cuba-Petroleo Company,cuba-petroleo company,ownername
4769,Cuba-Petroleo Company,cuba-petroleocompany,ownername
4838,Cuba-Petroleo Company,cuba-petroleo company,ownername
4838,Cuba-Petroleo Company,cuba-petroleocompany,ownername
5121,Cuba-Petroleo Company,cuba-petroleo company,ownername
5121,Cuba-Petroleo Company,cuba-petroleocompany,ownername
9657,Cuba-Petroleo Company,cuba-petroleo company,ownername
9657,Cuba-Petroleo Company,cuba-petroleocompany,ownername
4699,CVR Energy,cvr energy,ownername
4699,CVR Energy,cvrenergy,ownername
4706,CVR Energy,cvr energy,ownername
4706,CVR Energy,cvrenergy,ownername
16164,Dalian Haichang Group,dalian haichang group,ownername
16164,Dalian Haichang Group,dalianhaichanggroup,ownername
16164,Dalian Haichang Group,dalianhaichang,ownername
9623,DAPSA,dapsa,ownername
16158,Daqing Lianyi Petrochemical,daqing lianyi petrochemical,ownername
16158,Daqing Lianyi Petrochemical,daqinglianyipetrochemical,ownername
16158,Daqing Lianyi Petrochemical,daqinglianyi,ownername
9629,Dax Oil,dax oil,ownername
9629,Dax Oil,daxoil,ownername
4707,Delek,delek,ownername
4683,Delek,delek,ownername
4733,Delek,delek,ownername
4735,Delek,delek,ownername
4653,Delek,delek,ownername
16060,DNO ASA,dno asa,ownername
16060,DNO ASA,dnoasa,ownername
15962,Dome Energy,dome energy,ownername
15962,Dome Energy,domeenergy,ownername
16153,Dongguan Yelian Petrochemical,dongguan yelian petrochemical,ownername
